Attrition,Gender,Missing_Income,Income_Category,Missing_Education,Education_Level,Card_Category,Marital_Divorced,Marital_Married,Marital_Single,Marital_Unknown,Customer_Age,Credit_Limit,Months_on_book,Avg_Utilization_Ratio,Avg_Open_To_Buy,Total_Trans_Amt,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
0,1,0,4,0,5,1,0,0,1,0,50,31383.0,40,0.054000000000000006,29695.0,1721,3,5,2,2,1688,0.765,56,0.75
0,1,0,5,0,6,1,0,0,1,0,53,30883.0,36,0.055,29189.0,1267,3,3,1,0,1694,0.86,23,0.5329999999999999
0,1,0,4,1,4,1,0,1,0,0,45,12918.0,38,0.10400000000000001,11573.0,1562,3,6,3,1,1345,1.061,33,1.2
0,0,0,1,0,1,1,0,0,1,0,50,8520.0,37,0.096,7706.0,1193,2,3,3,0,814,0.504,35,0.34600000000000003
0,1,0,4,0,6,1,0,0,1,0,46,14310.0,34,0.048,13616.0,1254,2,4,3,2,694,0.5579999999999999,34,0.478
0,1,1,1,0,5,1,0,1,0,0,61,14434.0,53,0.134,12507.0,1731,0,6,2,3,1927,2.675,32,3.571
0,1,0,5,0,3,1,0,0,1,0,46,7793.0,36,0.21899999999999997,6088.0,1099,4,5,2,1,1705,0.597,39,0.696
1,0,1,1,0,2,1,0,1,0,0,62,8990.0,56,0.0,8990.0,747,1,2,1,2,0,0.935,19,0.583
0,0,0,2,0,4,1,0,1,0,0,43,4343.0,33,0.0,4343.0,1352,3,6,2,3,0,0.563,35,0.9440000000000001
0,1,0,5,0,4,1,0,1,0,0,54,2872.0,50,0.7090000000000001,837.0,1770,4,4,2,0,2035,0.613,47,0.741
0,1,0,5,1,4,1,0,0,1,0,50,9697.0,36,0.0,9697.0,1812,2,5,1,3,0,0.759,50,0.9229999999999999
0,1,0,2,0,2,1,0,1,0,0,35,2967.0,21,0.621,1124.0,1673,2,3,3,1,1843,0.6809999999999999,58,0.526
0,1,0,2,0,6,1,0,0,1,0,35,2148.0,23,0.7190000000000001,603.0,2167,3,4,3,2,1545,0.682,65,0.512
0,0,0,1,0,2,1,0,0,1,0,36,6116.0,36,0.41200000000000003,3599.0,2369,1,6,3,1,2517,0.691,56,0.75
0,1,0,4,1,4,1,0,1,0,0,42,18085.0,36,0.08199999999999999,16598.0,1582,3,5,2,2,1487,0.792,47,1.043
0,0,0,1,1,4,1,0,1,0,0,39,2524.0,32,0.5529999999999999,1129.0,1800,2,6,3,0,1395,1.048,33,0.5
0,1,0,4,1,4,1,0,1,0,0,50,33951.0,45,0.0,33951.0,1567,1,5,2,2,0,0.8220000000000001,44,0.467
1,1,0,3,0,6,1,0,0,1,0,43,3312.0,35,0.0,3312.0,647,3,3,3,2,0,0.698,19,0.462
0,0,0,2,0,2,1,0,0,1,0,39,9956.0,20,0.11199999999999999,8839.0,1447,1,3,2,2,1117,0.515,39,0.696
0,1,0,1,0,5,1,0,1,0,0,47,3888.0,36,0.428,2225.0,1145,2,6,1,3,1663,0.664,37,0.423
0,1,0,4,0,5,1,0,0,1,0,60,30655.0,48,0.0,30655.0,3280,1,3,1,3,0,0.475,78,0.625
0,1,0,1,0,2,1,0,1,0,0,30,2997.0,23,0.465,1604.0,1577,2,4,2,0,1393,1.12,35,0.522
0,1,0,3,1,4,1,0,0,1,0,44,11042.0,24,0.2,8831.0,1140,4,5,3,2,2211,0.897,25,0.7859999999999999
0,1,0,5,0,4,1,0,0,1,0,52,3386.0,41,0.53,1592.0,1736,0,6,3,2,1794,0.6709999999999999,40,1.105
0,0,0,1,1,4,2,0,0,1,0,45,15987.0,36,0.10300000000000001,14339.0,1436,4,6,1,3,1648,0.732,36,1.25
0,1,0,5,0,4,1,1,0,0,0,40,25188.0,30,0.051,23893.0,1513,4,5,3,3,1295,0.557,38,0.583
0,0,0,1,0,5,1,0,0,1,0,36,2410.0,23,0.7070000000000001,705.0,2505,3,6,2,1,1705,0.7979999999999999,69,0.568
0,0,1,1,0,2,1,0,1,0,0,65,4315.0,53,0.166,3598.0,1723,0,4,3,0,717,0.8079999999999999,51,0.5
0,0,0,1,1,4,1,0,1,0,0,35,2592.0,24,0.8590000000000001,365.0,1695,0,6,1,1,2227,0.633,48,0.5479999999999999
0,0,0,2,1,4,1,1,0,0,0,54,5476.0,49,0.46,2959.0,1532,2,5,3,2,2517,0.9670000000000001,44,0.6920000000000001
0,1,0,4,1,4,1,0,1,0,0,53,2464.0,43,0.8590000000000001,348.0,2110,3,5,3,0,2116,0.7440000000000001,43,1.048
0,0,0,1,0,3,1,0,1,0,0,62,2378.0,44,0.677,768.0,1807,1,3,2,3,1610,0.44799999999999995,45,0.607
0,1,0,5,1,4,1,0,0,1,0,40,20056.0,21,0.08,18454.0,1687,2,6,4,3,1602,0.466,46,0.5329999999999999
0,1,0,3,0,2,1,0,1,0,0,41,8013.0,36,0.253,5988.0,1481,4,4,2,2,2025,0.789,45,0.452
0,1,0,5,1,4,1,0,1,0,0,53,3386.0,49,0.586,1402.0,1318,2,6,2,3,1984,0.573,37,0.19399999999999998
0,1,0,3,0,2,1,0,1,0,0,30,7906.0,17,0.20600000000000002,6275.0,1946,1,3,3,2,1631,0.889,45,0.552
0,1,0,3,0,1,1,1,0,0,0,46,11501.0,34,0.062,10788.0,1481,3,4,3,0,713,0.84,41,0.519
0,1,0,2,0,5,1,0,0,1,0,29,13632.0,19,0.109,12150.0,2168,0,4,1,2,1482,0.893,42,2.5
0,0,0,1,0,1,1,0,1,0,0,37,2229.0,27,0.8029999999999999,438.0,1583,3,6,1,3,1791,1.139,32,0.6
0,0,0,1,0,2,1,0,1,0,0,51,5158.0,40,0.425,2968.0,1229,1,4,1,1,2190,0.426,34,0.478
0,1,0,2,0,4,1,0,1,0,0,31,2158.0,21,0.8009999999999999,429.0,1718,0,3,3,0,1729,1.1,42,0.44799999999999995
0,1,0,4,0,1,1,0,0,0,1,45,23271.0,41,0.054000000000000006,22009.0,1402,2,6,2,2,1262,0.718,34,0.889
1,1,0,4,0,4,1,0,0,1,0,57,10244.0,36,0.084,9383.0,1127,1,2,3,2,861,0.78,29,0.381
0,1,0,3,1,4,1,1,0,0,0,43,2588.0,30,0.645,919.0,1053,3,3,2,1,1669,0.7879999999999999,31,0.55
0,1,0,2,0,4,1,0,1,0,0,44,10747.0,27,0.149,9144.0,1340,3,4,2,3,1603,0.47100000000000003,25,0.9229999999999999
1,1,0,5,0,2,1,0,1,0,0,53,7474.0,46,0.0,7474.0,732,2,4,3,1,0,0.858,21,0.615
0,0,0,1,0,4,1,0,0,1,0,32,3555.0,36,0.0,3555.0,2346,3,3,1,3,0,0.813,71,0.6509999999999999
0,1,0,4,0,4,1,0,1,0,0,53,22140.0,38,0.033,21407.0,1580,1,6,3,2,733,0.987,45,0.667
1,1,0,4,0,2,1,0,1,0,0,54,9457.0,36,0.037000000000000005,9107.0,1196,3,2,3,4,350,1.024,28,0.33299999999999996
0,1,0,1,0,1,1,0,0,0,1,42,6218.0,35,0.34299999999999997,4084.0,2086,3,4,5,0,2134,1.25,50,0.7859999999999999
0,0,0,1,0,3,1,0,1,0,0,38,2580.0,25,0.878,315.0,1665,1,3,3,1,2265,0.8240000000000001,57,0.629
0,1,0,4,1,4,1,0,1,0,0,44,1438.3,39,0.0,1438.3,1495,2,6,2,2,0,0.871,39,0.39299999999999996
0,1,0,3,0,4,1,0,1,0,0,54,6224.0,43,0.304,4332.0,2187,2,6,3,1,1892,0.983,58,0.657
0,0,0,2,0,2,1,0,0,1,0,37,3093.0,36,0.8140000000000001,576.0,1371,4,5,3,1,2517,0.855,23,0.917
0,0,0,2,0,4,1,0,1,0,0,48,4076.0,42,0.0,4076.0,1235,2,4,3,3,0,0.8079999999999999,37,0.682
0,0,1,1,0,4,1,0,1,0,0,55,4861.0,36,0.231,3738.0,1556,3,3,2,0,1123,0.938,40,0.5379999999999999
0,0,1,1,0,4,1,0,0,0,1,43,9851.0,36,0.0,9851.0,1212,1,6,3,3,0,1.034,24,0.6
0,1,0,3,0,2,1,0,0,1,0,37,7349.0,26,0.342,4832.0,2701,1,4,3,2,2517,0.877,60,0.7140000000000001
0,1,0,3,0,2,1,0,1,0,0,34,2853.0,28,0.848,433.0,1750,2,3,3,3,2420,0.858,47,0.8079999999999999
0,0,1,1,0,4,1,0,0,1,0,46,17023.0,36,0.064,15939.0,1610,4,4,3,2,1084,0.9279999999999999,43,0.387
0,1,0,2,1,4,1,0,0,1,0,32,10060.0,24,0.231,7738.0,2184,1,6,2,3,2322,0.894,63,1.032
0,1,0,2,1,4,1,0,1,0,0,53,1595.0,41,0.545,725.0,1745,3,6,1,2,870,0.6940000000000001,41,0.5770000000000001
0,1,0,4,0,4,1,1,0,0,0,46,8475.0,38,0.163,7090.0,1381,3,3,2,1,1385,0.611,40,0.48100000000000004
0,1,0,1,0,3,1,0,1,0,0,38,5559.0,25,0.11800000000000001,4901.0,1793,1,6,3,3,658,0.627,37,0.9470000000000001
0,0,0,1,0,4,1,0,1,0,0,31,2917.0,22,0.7290000000000001,790.0,1831,0,3,3,2,2127,1.074,36,1.0
0,1,0,3,1,4,1,0,0,1,0,38,6692.0,36,0.304,4655.0,1468,2,3,3,3,2037,0.401,36,0.24100000000000002
1,0,0,1,0,4,1,0,0,1,0,46,8551.0,28,0.125,7484.0,1097,3,2,2,3,1067,0.9309999999999999,32,0.778
0,1,0,3,0,2,1,0,1,0,0,47,10569.0,36,0.0,10569.0,1682,3,6,2,3,0,0.838,44,1.0
0,0,0,1,0,4,1,0,1,0,0,47,7051.0,36,0.0,7051.0,1451,3,5,2,2,0,0.527,37,0.19399999999999998
0,1,0,3,0,3,1,0,1,0,0,56,10117.0,46,0.222,7875.0,1509,1,3,2,1,2242,0.662,44,0.467
0,1,0,3,0,1,1,0,0,0,1,47,8311.0,36,0.0,8311.0,1895,2,6,2,1,0,0.584,57,0.425
0,1,0,4,0,4,1,0,0,1,0,47,26442.0,41,0.062,24800.0,1403,4,5,3,2,1642,0.6509999999999999,40,0.429
0,0,0,1,0,4,1,0,1,0,0,64,4920.0,51,0.23199999999999998,3778.0,1420,0,6,3,1,1142,0.507,31,0.348
0,0,0,1,1,4,1,0,1,0,0,37,1438.3,25,0.469,764.3,1717,3,6,2,1,674,2.18,31,0.722
0,1,0,3,0,3,4,0,1,0,0,42,26750.0,29,0.045,25546.0,1131,1,5,2,2,1204,0.428,29,0.318
0,1,0,4,0,3,4,0,1,0,0,41,34516.0,34,0.039,33169.0,1005,4,4,3,3,1347,0.8009999999999999,22,1.0
0,0,0,1,0,2,1,0,1,0,0,65,1438.3,36,0.519,691.3,948,0,3,3,2,747,0.491,24,0.7140000000000001
0,0,0,2,0,5,1,0,1,0,0,49,1869.0,41,0.406,1111.0,1549,3,6,2,2,758,0.91,34,0.478
1,1,0,3,0,2,1,0,1,0,0,54,14539.0,36,0.0,14539.0,965,5,5,2,3,0,0.907,26,0.529
0,1,0,5,0,1,1,0,0,1,0,46,26977.0,36,0.073,25016.0,1958,3,5,1,3,1961,0.6409999999999999,41,1.05
0,1,0,2,1,4,1,0,1,0,0,50,5426.0,36,0.272,3948.0,1266,2,3,1,3,1478,0.664,22,0.5710000000000001
0,0,0,1,1,4,1,0,1,0,0,50,7623.0,34,0.33,5106.0,1367,3,6,1,3,2517,1.0070000000000001,29,1.071
0,0,0,1,0,6,1,0,1,0,0,48,4844.0,39,0.325,3268.0,1489,1,3,3,3,1576,0.809,48,0.6
0,0,1,1,1,4,1,0,1,0,0,62,2683.0,52,0.636,976.0,1582,0,6,1,1,1707,1.254,33,0.941
0,0,0,1,0,3,1,0,1,0,0,39,3214.0,22,0.7020000000000001,957.0,2516,1,3,1,2,2257,1.2790000000000001,42,0.75
0,1,0,3,1,4,1,0,1,0,0,46,5374.0,39,0.43200000000000005,3050.0,1557,1,4,3,3,2324,0.423,49,0.4
1,1,0,4,0,1,1,0,1,0,0,41,8004.0,33,0.18100000000000002,6552.0,1084,2,5,3,3,1452,0.929,32,0.524
0,0,1,1,0,4,1,0,1,0,0,39,1438.3,31,0.693,441.3,2583,2,4,2,3,997,1.867,47,0.958
0,1,0,4,1,4,1,0,1,0,0,46,2925.0,34,0.809,560.0,1371,2,3,3,3,2365,0.691,30,0.579
0,0,0,1,0,1,1,0,0,1,0,39,9235.0,35,0.16,7756.0,1537,2,5,3,3,1479,0.843,49,0.581
0,1,0,1,0,1,1,0,1,0,0,44,8837.0,24,0.23800000000000002,6734.0,3753,0,5,3,0,2103,0.5589999999999999,60,0.875
0,0,0,1,1,4,1,0,0,1,0,57,8801.0,29,0.161,7380.0,1104,3,6,1,1,1421,0.568,31,0.292
0,1,0,2,1,4,1,0,0,1,0,40,3563.0,28,0.479,1856.0,1482,3,4,1,1,1707,0.506,42,0.312
0,0,1,1,0,2,1,0,1,0,0,65,8138.0,36,0.259,6034.0,1299,0,4,3,2,2104,0.8370000000000001,29,0.812
0,0,0,2,0,4,1,0,0,1,0,26,1438.3,20,0.46799999999999997,765.3,2167,1,6,3,3,673,0.595,48,0.41200000000000003
0,1,0,3,0,2,1,0,0,0,1,47,2458.0,33,0.569,1059.0,1563,2,4,2,2,1399,0.7390000000000001,40,1.222
0,1,0,3,0,2,1,0,1,0,0,47,4592.0,34,0.35600000000000004,2957.0,1772,4,5,2,3,1635,0.9520000000000001,52,0.486
1,0,0,2,0,2,1,0,1,0,0,57,1438.3,45,0.0,1438.3,1254,2,2,1,3,0,1.036,35,0.8420000000000001
0,1,0,1,1,4,1,0,1,0,0,31,1868.0,36,0.8109999999999999,353.0,2229,1,3,3,3,1515,1.359,35,0.667
0,1,0,3,0,4,1,0,1,0,0,54,5269.0,49,0.209,4170.0,2195,4,3,1,2,1099,1.178,63,0.9690000000000001
0,0,1,1,0,5,1,0,1,0,0,43,20156.0,36,0.087,18397.0,1362,2,3,3,3,1759,0.47600000000000003,28,0.556
0,1,0,3,0,3,1,0,1,0,0,39,7410.0,35,0.34,4893.0,2398,2,4,3,2,2517,1.9240000000000002,37,1.176
0,1,0,5,0,4,1,0,1,0,0,53,12163.0,44,0.171,10081.0,2649,3,3,2,3,2082,1.554,56,0.6970000000000001
0,1,0,3,1,4,1,0,1,0,0,44,6224.0,37,0.0,6224.0,1463,3,3,2,3,0,0.738,34,0.889
0,1,0,1,0,3,1,0,1,0,0,59,4250.0,49,0.258,3155.0,1174,0,3,3,3,1095,0.9470000000000001,27,0.8
0,0,1,1,0,4,1,0,1,0,0,53,12059.0,40,0.16399999999999998,10081.0,1836,3,6,3,1,1978,0.877,36,0.895
0,0,0,2,0,1,1,0,1,0,0,34,2799.0,28,0.63,1037.0,1817,3,5,1,3,1762,0.986,39,0.56
0,1,0,4,0,6,1,0,0,1,0,47,18037.0,36,0.0,18037.0,1387,4,3,1,1,0,0.74,36,0.33299999999999996
0,1,0,5,0,3,1,0,1,0,0,54,5657.0,43,0.304,3938.0,2028,2,3,2,3,1719,0.606,55,0.667
0,0,1,1,0,4,1,0,1,0,0,42,13770.0,33,0.183,11253.0,1582,2,6,1,1,2517,0.7879999999999999,36,0.385
0,0,0,1,0,3,1,0,1,0,0,53,4646.0,44,0.37200000000000005,2916.0,1774,3,6,2,3,1730,0.6829999999999999,37,0.85
0,1,0,4,0,4,1,0,0,1,0,50,2514.0,35,0.605,993.0,1636,2,3,3,1,1521,0.638,36,0.385
1,1,0,4,0,3,1,0,1,0,0,56,14501.0,51,0.0,14501.0,1031,0,3,2,3,0,0.8540000000000001,25,0.389
1,1,0,3,0,2,1,0,1,0,0,43,8663.0,36,0.033,8375.0,916,3,1,3,3,288,0.639,33,0.32
0,0,0,1,0,2,1,1,0,0,0,44,2333.0,36,0.637,848.0,1198,4,5,3,3,1485,0.6920000000000001,31,0.722
0,0,0,2,0,4,1,1,0,0,0,34,3038.0,26,0.507,1499.0,2189,4,5,5,3,1539,0.7070000000000001,54,0.688
0,1,0,4,0,4,1,0,0,0,1,61,8851.0,52,0.0,8851.0,1257,1,6,6,1,0,0.731,36,0.44
0,0,0,1,1,4,1,0,1,0,0,54,2945.0,44,0.7490000000000001,739.0,1503,0,6,3,1,2206,0.983,35,0.8420000000000001
0,0,1,1,0,2,1,1,0,0,0,49,5267.0,40,0.0,5267.0,1353,3,3,3,2,0,0.442,24,0.263
1,1,0,3,0,2,1,0,0,1,0,56,8512.0,45,0.0,8512.0,811,3,2,1,3,0,1.038,27,1.25
0,1,0,3,0,4,1,0,1,0,0,47,19063.0,36,0.09,17349.0,1270,1,4,3,2,1714,0.7859999999999999,21,0.615
0,1,0,4,0,4,1,0,0,1,0,53,5376.0,33,0.21899999999999997,4199.0,1840,4,5,3,3,1177,0.9390000000000001,53,0.606
0,0,1,1,0,4,1,1,0,0,0,30,7772.0,13,0.243,5882.0,2585,0,5,1,2,1890,0.754,75,0.8290000000000001
0,0,0,2,0,2,1,0,1,0,0,39,9173.0,29,0.223,7126.0,1807,2,6,1,1,2047,1.419,33,0.737
0,1,0,4,0,4,4,0,1,0,0,44,34516.0,35,0.05,32790.0,1729,2,4,1,3,1726,0.867,52,0.677
0,0,1,1,0,1,1,0,0,1,0,54,11975.0,36,0.129,10433.0,1211,3,5,1,2,1542,0.77,35,0.4
0,1,0,3,0,4,1,0,1,0,0,46,15405.0,36,0.11,13714.0,1763,2,3,2,3,1691,0.8140000000000001,44,0.18899999999999997
0,1,0,2,1,4,1,0,0,1,0,43,2615.0,38,0.0,2615.0,1395,3,6,1,1,0,0.589,34,0.259
0,1,0,4,0,2,1,0,1,0,0,35,23991.0,25,0.096,21684.0,1843,1,6,1,2,2307,0.912,43,0.72
0,0,0,1,0,3,1,0,1,0,0,39,1888.0,31,0.684,596.0,1517,4,4,3,3,1292,0.772,33,1.357
0,0,0,1,0,4,1,0,1,0,0,61,3102.0,54,0.674,1011.0,1977,1,3,2,2,2091,0.7040000000000001,50,1.0
0,0,0,1,0,4,1,1,0,0,0,40,3170.0,29,0.794,653.0,2027,3,5,2,2,2517,1.301,49,0.815
0,1,0,5,0,3,1,0,0,1,0,53,34516.0,36,0.055,32615.0,1497,3,6,2,0,1901,0.914,43,1.15
0,1,0,5,1,4,1,0,1,0,0,55,14938.0,41,0.0,14938.0,1134,2,4,3,2,0,0.49,31,0.632
0,1,0,3,1,4,1,0,0,1,0,41,17298.0,24,0.134,14988.0,3663,2,6,2,2,2310,0.8440000000000001,65,0.8059999999999999
0,1,0,1,0,1,1,0,1,0,0,35,3131.0,36,0.201,2502.0,1483,2,4,3,3,629,0.7490000000000001,31,0.632
0,1,0,2,1,4,1,0,0,1,0,61,11915.0,47,0.13699999999999998,10284.0,1956,1,3,2,2,1631,0.748,63,0.537
1,1,0,5,0,1,1,0,0,1,0,51,16868.0,39,0.0,16868.0,940,2,3,3,1,0,0.938,25,0.47100000000000003
0,1,0,2,0,2,1,0,0,1,0,42,3266.0,35,0.5820000000000001,1366.0,2183,3,4,3,3,1900,1.568,56,0.75
0,1,0,4,1,4,1,1,0,0,0,46,2770.0,30,0.46399999999999997,1484.0,2920,2,3,3,3,1286,1.068,74,0.721
0,0,0,1,0,2,1,0,0,1,0,46,3556.0,40,0.611,1384.0,1221,4,3,2,2,2172,0.402,41,0.708
0,1,0,2,0,1,1,0,1,0,0,46,9149.0,35,0.171,7583.0,1790,4,3,2,2,1566,0.971,60,0.765
0,1,1,1,0,4,1,0,0,1,0,26,1438.3,19,0.0,1438.3,2005,0,4,1,2,0,0.47200000000000003,47,0.469
0,1,0,3,0,2,1,0,1,0,0,46,14701.0,35,0.111,13066.0,3490,3,4,3,3,1635,0.618,69,0.5329999999999999
0,1,0,3,0,4,1,0,1,0,0,62,14825.0,44,0.065,13863.0,1904,1,5,2,2,962,0.76,49,0.531
0,1,0,3,0,1,1,1,0,0,0,55,10127.0,49,0.185,8254.0,1647,2,4,5,3,1873,0.573,53,0.47200000000000003
0,1,0,4,0,3,1,0,1,0,0,55,2929.0,45,0.83,498.0,1903,2,5,1,2,2431,1.632,39,0.625
0,1,0,2,0,2,1,0,1,0,0,32,3735.0,24,0.315,2559.0,1564,0,5,2,0,1176,1.1840000000000002,41,0.708
0,0,0,1,0,1,1,0,1,0,0,37,2930.0,18,0.691,906.0,1686,4,5,1,2,2024,0.903,34,0.7
0,0,1,1,0,2,1,0,0,1,0,33,12716.0,29,0.11800000000000001,11220.0,2412,4,6,2,3,1496,1.032,64,0.6
0,1,0,4,0,3,1,0,1,0,0,42,22120.0,32,0.08199999999999999,20315.0,3981,2,5,2,2,1805,0.65,65,0.667
0,1,0,4,0,5,1,0,1,0,0,33,1438.3,22,0.473,757.3,2730,2,3,3,3,681,1.5419999999999998,48,0.778
0,0,1,1,0,2,1,0,0,1,0,60,4546.0,36,0.0,4546.0,1361,0,3,2,2,0,0.66,34,0.308
1,1,0,1,0,2,1,0,1,0,0,65,1759.0,47,0.0,1759.0,821,1,3,2,1,0,1.058,18,0.5
1,1,0,4,0,4,1,0,1,0,0,57,4829.0,36,0.501,2411.0,938,1,3,3,3,2418,0.601,21,0.4
0,0,0,1,1,4,1,0,1,0,0,59,7692.0,47,0.218,6014.0,1861,0,5,3,2,1678,1.423,42,0.5
0,0,0,1,0,4,1,0,1,0,0,45,2156.0,39,0.56,948.0,1345,5,4,3,2,1208,0.569,28,0.647
0,1,0,3,0,1,1,0,1,0,0,62,9521.0,36,0.175,7852.0,2444,1,6,3,3,1669,1.308,63,0.4
0,1,0,5,0,3,1,0,0,1,0,51,26714.0,41,0.094,24197.0,1686,2,6,3,2,2517,0.758,50,0.7240000000000001
0,1,0,4,0,4,1,0,1,0,0,57,2092.0,47,0.6629999999999999,705.0,1468,2,6,2,3,1387,0.731,30,0.304
0,0,1,1,0,2,1,0,1,0,0,38,11594.0,32,0.179,9522.0,2320,3,4,2,1,2072,0.983,51,0.594
0,0,0,1,0,4,1,0,1,0,0,32,2834.0,19,0.5,1416.0,1598,0,6,1,0,1418,1.4580000000000002,39,0.773
0,0,0,1,0,4,1,0,1,0,0,43,4724.0,37,0.435,2668.0,1232,4,4,3,2,2056,0.423,31,0.55
0,0,0,1,1,4,1,1,0,0,0,51,3049.0,47,0.37799999999999995,1898.0,4027,0,6,4,3,1151,0.5329999999999999,76,0.52
0,1,0,4,1,4,1,1,0,0,0,50,20614.0,36,0.0,20614.0,1922,2,4,3,1,0,0.9259999999999999,48,0.6
0,0,1,1,0,1,1,0,1,0,0,64,3250.0,54,0.613,1258.0,1355,0,6,1,2,1992,0.715,36,0.565
0,0,0,1,0,6,1,0,1,0,0,53,3128.0,36,0.805,611.0,2361,1,3,1,2,2517,0.696,42,0.826
1,1,0,3,0,1,1,0,0,1,0,42,6414.0,30,0.0,6414.0,708,2,2,2,3,0,0.718,14,0.4
0,1,0,4,0,4,1,0,0,1,0,53,2506.0,34,0.0,2506.0,1687,3,6,3,0,0,0.598,62,0.59
0,0,1,1,0,2,1,0,0,1,0,52,7469.0,47,0.313,5131.0,1212,4,6,2,3,2338,0.441,33,0.32
0,0,0,1,0,2,1,0,1,0,0,60,3460.0,36,0.727,943.0,1752,2,4,3,2,2517,1.1440000000000001,34,1.125
0,1,0,4,0,4,1,0,1,0,0,30,9959.0,19,0.239,7582.0,1560,1,5,3,2,2377,1.1,39,0.696
0,0,0,1,0,1,1,0,1,0,0,43,4175.0,39,0.603,1658.0,1520,3,4,1,2,2517,0.551,36,0.44
0,1,0,3,0,1,1,0,1,0,0,60,10264.0,48,0.20199999999999999,8191.0,1685,1,3,1,3,2073,0.62,45,0.364
0,1,0,2,0,2,1,0,0,1,0,46,4129.0,36,0.0,4129.0,1678,2,4,3,3,0,0.96,40,1.0
0,0,0,2,0,2,1,0,1,0,0,65,2658.0,45,0.57,1144.0,1627,2,6,2,2,1514,1.193,26,1.0
0,0,0,2,0,3,1,0,0,1,0,44,4589.0,33,0.27,3349.0,1637,2,4,2,3,1240,0.856,61,0.9059999999999999
0,0,0,1,0,3,1,0,1,0,0,56,2781.0,36,0.37200000000000005,1746.0,1707,2,6,1,2,1035,0.816,42,1.2109999999999999
0,0,1,1,0,2,1,0,1,0,0,45,24880.0,39,0.034,24044.0,1208,4,4,3,2,836,0.701,25,1.083
0,1,0,2,0,4,1,0,0,0,1,37,8504.0,31,0.23,6548.0,1881,3,6,1,2,1956,0.963,51,0.41700000000000004
0,1,0,4,0,2,1,0,1,0,0,48,8091.0,39,0.247,6095.0,1360,2,5,1,3,1996,0.6459999999999999,28,0.647
0,0,0,2,0,3,1,0,1,0,0,37,3417.0,30,0.737,900.0,1641,4,4,4,3,2517,0.992,32,0.882
0,1,0,3,0,1,1,0,0,1,0,39,9204.0,22,0.092,8359.0,1820,1,4,3,3,845,0.6729999999999999,58,0.611
0,1,0,5,0,4,1,0,1,0,0,41,14302.0,32,0.147,12205.0,1505,2,5,2,3,2097,0.40700000000000003,35,0.591
0,0,0,1,0,2,1,0,1,0,0,55,3187.0,45,0.79,670.0,1627,2,5,2,0,2517,1.1440000000000001,38,0.652
0,1,0,4,0,4,1,0,1,0,0,34,6313.0,36,0.124,5531.0,1703,1,5,3,2,782,0.9309999999999999,34,0.889
0,1,0,4,1,4,1,0,0,1,0,52,15904.0,47,0.064,14880.0,1433,2,6,1,3,1024,0.369,33,0.5
0,0,0,1,0,5,4,0,0,1,0,54,11696.0,39,0.196,9408.0,2445,0,6,2,3,2288,0.973,60,0.765
0,1,0,4,0,5,1,0,1,0,0,40,20371.0,36,0.09,18539.0,1665,3,5,3,2,1832,0.907,45,0.8
0,1,0,5,0,2,4,0,1,0,0,52,34516.0,41,0.03,33473.0,1489,0,3,3,1,1043,0.562,38,0.35700000000000004
0,1,0,3,0,4,1,0,0,1,0,45,7552.0,33,0.0,7552.0,1393,3,3,1,3,0,0.46299999999999997,32,0.455
0,1,0,2,0,5,1,0,1,0,0,61,5561.0,53,0.258,4127.0,1820,0,5,1,2,1434,1.423,42,0.826
0,0,0,1,0,2,1,0,1,0,0,57,1441.0,52,0.0,1441.0,2742,2,6,3,2,0,1.364,58,0.758
0,1,0,5,1,4,1,0,0,0,1,51,19715.0,33,0.051,18701.0,1979,2,6,2,2,1014,1.4369999999999998,40,0.667
0,1,0,1,1,4,1,0,0,1,0,60,2486.0,52,0.589,1022.0,1378,1,5,3,2,1464,0.731,27,0.42100000000000004
0,0,0,1,0,3,1,0,1,0,0,48,4570.0,44,0.534,2131.0,1520,2,5,1,3,2439,0.693,34,0.7
0,1,0,2,0,2,1,0,1,0,0,34,3870.0,13,0.36,2476.0,1588,0,3,3,2,1394,0.8270000000000001,36,0.7140000000000001
0,1,0,3,0,2,1,0,1,0,0,49,12938.0,36,0.051,12277.0,1282,4,6,3,2,661,0.725,32,0.778
0,1,0,5,0,2,1,0,1,0,0,53,21178.0,36,0.085,19382.0,1872,3,3,1,3,1796,1.182,59,1.107
0,1,0,4,0,1,1,0,0,1,0,34,12182.0,36,0.09300000000000001,11046.0,2295,2,3,2,0,1136,0.753,63,0.5
0,1,0,3,0,4,1,0,1,0,0,54,3583.0,42,0.0,3583.0,1065,2,6,2,0,0,1.088,28,1.545
0,1,0,5,0,4,1,0,0,1,0,40,17018.0,27,0.0,17018.0,1550,3,4,2,3,0,0.69,47,0.621
0,0,1,1,0,3,1,0,0,1,0,49,16031.0,41,0.14,13786.0,1527,5,6,3,2,2245,0.635,57,0.462
1,0,0,1,0,2,1,0,0,1,0,41,4203.0,36,0.599,1686.0,1489,4,6,2,3,2517,0.7709999999999999,43,0.536
0,1,0,1,0,4,1,1,0,0,0,46,4213.0,36,0.237,3216.0,1264,3,5,1,3,997,0.6679999999999999,30,0.667
