longitude,latitude,housing_median_age,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,NEAR BAY,NEAR OCEAN,rooms_per_household
-124.17,40.8,52.0,316.0,392.0,244.0,0.957,60000.0,0.0,0.0,0.0,1.0,2.709016393442623
-124.16,40.8,52.0,618.0,1150.0,571.0,1.7308,80500.0,0.0,0.0,0.0,1.0,4.231173380035027
-124.16,40.79,52.0,277.0,591.0,284.0,1.7778,76900.0,0.0,0.0,0.0,1.0,4.450704225352113
-124.17,40.8,52.0,419.0,891.0,367.0,1.585,75500.0,0.0,0.0,0.0,1.0,4.376021798365122
-124.17,40.8,52.0,344.0,758.0,319.0,1.8529,62500.0,0.0,0.0,0.0,1.0,4.8808777429467085
-124.16,40.79,52.0,421.0,975.0,430.0,2.2566,92700.0,0.0,0.0,0.0,1.0,4.995348837209303
-124.16,40.78,50.0,403.0,837.0,353.0,2.5417,85400.0,0.0,0.0,0.0,1.0,6.473087818696884
-124.17,40.78,39.0,330.0,731.0,327.0,1.6369,68300.0,0.0,0.0,0.0,1.0,4.91131498470948
-124.19,40.78,37.0,319.0,640.0,260.0,1.8242,70000.0,0.0,0.0,0.0,1.0,5.273076923076923
-124.18,40.79,39.0,352.0,883.0,337.0,1.745,70500.0,0.0,0.0,0.0,1.0,5.448071216617211
-124.18,40.79,40.0,311.0,788.0,279.0,1.4668,64600.0,0.0,0.0,0.0,1.0,5.010752688172043
-124.17,40.79,43.0,479.0,1169.0,482.0,1.9688,70500.0,0.0,0.0,0.0,1.0,4.740663900414938
-124.16,40.78,43.0,446.0,932.0,395.0,2.9038,82000.0,0.0,0.0,0.0,1.0,5.673417721518987
-124.16,40.77,35.0,438.0,1053.0,434.0,2.8529,85600.0,0.0,0.0,0.0,1.0,4.933179723502304
-124.17,40.77,30.0,366.0,990.0,359.0,2.2227,81300.0,0.0,0.0,0.0,1.0,5.278551532033426
-124.18,40.78,37.0,293.0,867.0,310.0,2.5536,70200.0,0.0,0.0,0.0,1.0,4.687096774193549
-124.18,40.78,33.0,222.0,656.0,236.0,2.5096,72200.0,0.0,0.0,0.0,1.0,4.559322033898305
-124.18,40.78,34.0,364.0,950.0,317.0,2.1607,67000.0,0.0,0.0,0.0,1.0,5.022082018927445
-124.17,40.75,13.0,339.0,951.0,353.0,4.8516,116100.0,0.0,0.0,0.0,1.0,6.15014164305949
-124.17,40.76,26.0,361.0,992.0,380.0,2.8056,82800.0,0.0,0.0,0.0,1.0,4.673684210526316
-124.19,40.77,30.0,634.0,1367.0,583.0,2.442,69000.0,0.0,0.0,0.0,1.0,5.102915951972555
-124.15,40.81,50.0,74.0,235.0,83.0,1.75,67500.0,0.0,0.0,0.0,1.0,4.096385542168675
-124.14,40.8,32.0,312.0,872.0,306.0,2.5,72600.0,0.0,0.0,0.0,1.0,4.4869281045751634
-124.15,40.8,47.0,335.0,765.0,329.0,1.755,74100.0,0.0,0.0,0.0,1.0,4.5167173252279635
-124.16,40.8,52.0,480.0,908.0,451.0,1.6111,74700.0,0.0,0.0,0.0,1.0,4.804878048780488
-124.16,40.8,52.0,500.0,952.0,435.0,1.1386,74100.0,0.0,0.0,0.0,1.0,3.914942528735632
-124.14,40.79,38.0,290.0,873.0,291.0,2.4896,81000.0,0.0,0.0,0.0,1.0,5.333333333333333
-124.15,40.78,41.0,358.0,911.0,349.0,3.1711,104200.0,0.0,0.0,0.0,1.0,6.0945558739255015
-124.16,40.78,46.0,346.0,791.0,349.0,3.8,81800.0,0.0,0.0,0.0,1.0,5.659025787965616
-124.16,40.79,46.0,597.0,1206.0,541.0,2.1135,90600.0,0.0,0.0,0.0,1.0,5.622920517560074
-124.15,40.79,37.0,488.0,1263.0,486.0,3.0216,86400.0,0.0,0.0,0.0,1.0,5.539094650205762
-124.14,40.78,35.0,423.0,982.0,432.0,3.4219,92800.0,0.0,0.0,0.0,1.0,5.6157407407407405
-124.14,40.77,27.0,605.0,1407.0,571.0,2.9143,99600.0,0.0,0.0,0.0,1.0,5.334500875656743
-124.15,40.76,24.0,511.0,1388.0,512.0,3.375,100600.0,0.0,0.0,0.0,1.0,5.58203125
-124.15,40.78,36.0,374.0,829.0,368.0,3.3984,90000.0,0.0,0.0,0.0,1.0,5.739130434782608
-124.11,40.81,23.0,212.0,425.0,175.0,2.5536,96100.0,0.0,0.0,0.0,1.0,5.48
-124.13,40.78,34.0,420.0,1056.0,382.0,2.1101,86900.0,0.0,0.0,0.0,1.0,5.607329842931938
-124.13,40.8,31.0,462.0,1259.0,420.0,2.2478,81100.0,0.0,0.0,0.0,1.0,5.123809523809523
-124.13,40.79,29.0,453.0,1130.0,427.0,2.8833,83000.0,0.0,0.0,0.0,1.0,5.793911007025761
-124.13,40.79,32.0,359.0,855.0,346.0,3.5833,92800.0,0.0,0.0,0.0,1.0,5.829479768786127
-124.06,40.86,34.0,435.0,1891.0,669.0,3.2216,98100.0,0.0,0.0,0.0,1.0,6.252615844544096
-124.05,40.85,31.0,428.0,1005.0,401.0,3.5156,143000.0,0.0,0.0,0.0,1.0,6.019950124688279
-124.02,40.8,22.0,435.0,1198.0,442.0,3.9792,133900.0,1.0,0.0,0.0,0.0,5.855203619909502
-124.08,40.86,18.0,484.0,805.0,502.0,1.1157,150000.0,0.0,0.0,0.0,1.0,2.5637450199203187
-124.09,40.86,25.0,387.0,794.0,379.0,1.1742,75000.0,0.0,0.0,0.0,1.0,3.4881266490765173
-124.09,40.87,44.0,206.0,398.0,211.0,1.1576,87500.0,0.0,0.0,0.0,1.0,3.279620853080569
-124.07,40.87,47.0,326.0,796.0,333.0,2.2138,99200.0,0.0,0.0,0.0,1.0,5.3003003003003
-124.08,40.87,29.0,469.0,990.0,425.0,1.1479,101100.0,0.0,0.0,0.0,1.0,4.023529411764706
-124.09,40.88,50.0,187.0,420.0,187.0,2.2188,105800.0,0.0,0.0,0.0,1.0,4.925133689839572
-124.07,40.87,31.0,134.0,780.0,130.0,0.7684,153100.0,0.0,0.0,0.0,1.0,2.5692307692307694
-124.15,40.88,33.0,506.0,1165.0,441.0,1.725,57500.0,0.0,0.0,0.0,1.0,5.068027210884353
-124.1,40.88,35.0,578.0,1581.0,585.0,2.0657,81100.0,0.0,0.0,0.0,1.0,5.105982905982906
-124.09,40.88,31.0,495.0,1052.0,467.0,1.5326,74100.0,0.0,0.0,0.0,1.0,4.244111349036403
-124.09,40.88,26.0,555.0,1353.0,526.0,2.4321,82100.0,0.0,0.0,0.0,1.0,5.100760456273764
-124.1,40.9,18.0,798.0,1948.0,775.0,2.7321,92600.0,0.0,0.0,0.0,1.0,5.20258064516129
-124.23,40.81,52.0,209.0,544.0,172.0,3.3462,50800.0,0.0,0.0,0.0,1.0,6.465116279069767
-124.06,40.88,12.0,424.0,1603.0,438.0,2.5667,139500.0,0.0,0.0,0.0,1.0,4.764840182648402
-123.74,40.66,25.0,431.0,983.0,375.0,3.0469,136000.0,1.0,0.0,0.0,0.0,6.386666666666667
-124.08,40.91,13.0,719.0,1381.0,628.0,1.6667,78800.0,0.0,0.0,0.0,1.0,4.015923566878981
-123.76,41.03,24.0,565.0,1058.0,414.0,2.0644,79800.0,1.0,0.0,0.0,0.0,5.763285024154589
-123.85,41.32,31.0,238.0,425.0,157.0,1.0486,36700.0,1.0,0.0,0.0,0.0,5.974522292993631
-123.72,41.09,19.0,431.0,1166.0,363.0,1.8208,50000.0,1.0,0.0,0.0,0.0,5.426997245179064
-123.63,41.11,19.0,384.0,1033.0,327.0,1.4911,59200.0,1.0,0.0,0.0,0.0,5.495412844036697
-123.66,41.3,22.0,372.0,686.0,264.0,1.8065,62700.0,1.0,0.0,0.0,0.0,5.984848484848484
-123.52,41.01,17.0,345.0,517.0,222.0,2.1542,83800.0,0.0,1.0,0.0,0.0,7.045045045045045
-124.08,41.36,29.0,239.0,509.0,196.0,2.0156,62800.0,0.0,0.0,0.0,1.0,5.25
-124.06,41.13,22.0,799.0,1384.0,578.0,2.4708,119400.0,0.0,0.0,0.0,1.0,5.645328719723183
-124.14,41.06,32.0,215.0,421.0,198.0,3.0208,143400.0,0.0,0.0,0.0,1.0,5.151515151515151
-124.1,41.04,26.0,380.0,890.0,370.0,1.9741,97900.0,0.0,0.0,0.0,1.0,4.4135135135135135
-124.01,40.97,21.0,319.0,943.0,301.0,3.538,102700.0,1.0,0.0,0.0,0.0,5.026578073089701
-124.0,40.92,29.0,435.0,672.0,266.0,2.9485,98800.0,1.0,0.0,0.0,0.0,5.37218045112782
-124.01,40.89,28.0,336.0,811.0,314.0,2.4559,75600.0,1.0,0.0,0.0,0.0,4.681528662420382
-123.98,40.88,41.0,372.0,844.0,336.0,2.6923,84200.0,1.0,0.0,0.0,0.0,5.116071428571429
-123.88,40.93,28.0,259.0,519.0,220.0,3.2891,106300.0,1.0,0.0,0.0,0.0,5.781818181818182
-124.16,41.02,23.0,385.0,1060.0,390.0,2.1726,75500.0,0.0,0.0,0.0,1.0,4.287179487179487
-124.08,40.99,18.0,662.0,1554.0,578.0,2.6847,111300.0,0.0,0.0,0.0,1.0,5.704152249134948
-124.16,40.95,20.0,214.0,529.0,196.0,3.1406,96000.0,0.0,0.0,0.0,1.0,5.48469387755102
-124.11,40.95,19.0,365.0,866.0,342.0,2.96,81700.0,0.0,0.0,0.0,1.0,5.0701754385964914
-124.09,40.95,18.0,484.0,1248.0,472.0,2.5893,99600.0,0.0,0.0,0.0,1.0,4.766949152542373
-124.11,40.93,25.0,474.0,1298.0,461.0,3.5076,73600.0,0.0,0.0,0.0,1.0,5.188720173535792
-124.11,40.93,17.0,329.0,948.0,357.0,2.7639,90200.0,0.0,0.0,0.0,1.0,4.652661064425771
-124.08,40.94,18.0,345.0,941.0,335.0,2.3147,70100.0,0.0,0.0,0.0,1.0,4.626865671641791
-124.09,40.92,12.0,491.0,1153.0,462.0,2.8182,126900.0,0.0,0.0,0.0,1.0,5.404761904761905
-124.05,40.94,14.0,217.0,516.0,181.0,5.0329,165600.0,0.0,0.0,0.0,1.0,8.022099447513812
-124.1,40.95,17.0,345.0,823.0,316.0,1.8993,78400.0,0.0,0.0,0.0,1.0,4.699367088607595
-124.07,40.81,23.0,411.0,1019.0,387.0,2.9911,119700.0,0.0,0.0,0.0,1.0,5.434108527131783
-124.02,40.72,28.0,634.0,1658.0,598.0,3.8095,119900.0,1.0,0.0,0.0,0.0,5.874581939799331
-124.1,40.73,33.0,129.0,334.0,121.0,3.9659,111800.0,0.0,0.0,0.0,1.0,5.322314049586777
-124.17,40.74,17.0,338.0,873.0,313.0,4.0357,128900.0,0.0,0.0,0.0,1.0,6.472843450479234
-124.14,40.72,18.0,499.0,1375.0,503.0,2.8446,100500.0,0.0,0.0,0.0,1.0,5.131212723658051
-124.14,40.67,23.0,117.0,320.0,109.0,4.2054,130600.0,0.0,0.0,0.0,1.0,5.321100917431193
-124.19,40.73,21.0,1056.0,2907.0,972.0,3.5363,90100.0,0.0,0.0,0.0,1.0,5.8580246913580245
-124.21,40.75,32.0,331.0,620.0,268.0,1.6528,58100.0,0.0,0.0,0.0,1.0,4.544776119402985
-124.27,40.69,36.0,528.0,1194.0,465.0,2.5179,79000.0,0.0,0.0,0.0,1.0,5.051612903225807
-124.18,40.62,35.0,178.0,480.0,179.0,3.0536,107000.0,0.0,0.0,0.0,1.0,5.318435754189944
-124.17,40.62,32.0,309.0,706.0,277.0,2.8958,86400.0,0.0,0.0,0.0,1.0,5.758122743682311
-124.13,40.62,43.0,399.0,910.0,389.0,2.5804,92100.0,0.0,0.0,0.0,1.0,5.4781491002570695
-124.16,40.6,39.0,283.0,642.0,292.0,2.4519,85100.0,0.0,0.0,0.0,1.0,4.527397260273973
-124.15,40.59,39.0,238.0,539.0,212.0,2.0938,79600.0,0.0,0.0,0.0,1.0,5.59433962264151
-124.14,40.6,27.0,206.0,521.0,219.0,4.025,128100.0,0.0,0.0,0.0,1.0,5.242009132420091
-124.14,40.59,22.0,405.0,826.0,382.0,1.5625,66800.0,0.0,0.0,0.0,1.0,4.358638743455497
-124.14,40.59,17.0,610.0,1544.0,584.0,2.178,76800.0,0.0,0.0,0.0,1.0,5.111301369863014
-124.05,40.59,32.0,340.0,937.0,353.0,3.4408,95200.0,1.0,0.0,0.0,0.0,5.3201133144475925
-124.09,40.55,24.0,553.0,1370.0,480.0,2.7644,97300.0,1.0,0.0,0.0,0.0,6.204166666666667
-123.96,40.57,31.0,365.0,883.0,310.0,2.3167,92600.0,1.0,0.0,0.0,0.0,5.980645161290322
-123.73,40.48,25.0,524.0,746.0,251.0,1.7153,77100.0,0.0,1.0,0.0,0.0,8.02788844621514
-124.14,40.58,25.0,357.0,891.0,355.0,2.6987,92500.0,1.0,0.0,0.0,0.0,5.349295774647888
-124.14,40.57,29.0,600.0,1314.0,562.0,2.1354,75100.0,1.0,0.0,0.0,0.0,5.096085409252669
-124.11,40.57,33.0,234.0,573.0,236.0,2.4896,74100.0,1.0,0.0,0.0,0.0,5.711864406779661
-124.13,40.55,38.0,435.0,240.0,91.0,3.25,94800.0,1.0,0.0,0.0,0.0,5.978021978021978
-124.1,40.5,30.0,393.0,996.0,374.0,2.2357,72300.0,1.0,0.0,0.0,0.0,5.152406417112299
-124.1,40.5,42.0,553.0,1300.0,504.0,1.7574,57500.0,1.0,0.0,0.0,0.0,4.722222222222222
-124.09,40.44,38.0,426.0,1041.0,401.0,2.3947,70500.0,1.0,0.0,0.0,0.0,5.5361596009975065
-124.1,40.47,52.0,236.0,965.0,265.0,3.5345,55000.0,1.0,0.0,0.0,0.0,4.513207547169811
-124.03,40.45,34.0,213.0,443.0,158.0,2.6094,71300.0,1.0,0.0,0.0,0.0,6.367088607594937
-124.26,40.58,52.0,394.0,907.0,369.0,2.3571,111400.0,0.0,0.0,0.0,1.0,6.008130081300813
-124.23,40.54,52.0,453.0,1152.0,435.0,3.0806,106700.0,0.0,0.0,0.0,1.0,6.1931034482758625
-124.35,40.54,52.0,300.0,806.0,270.0,3.0147,94600.0,0.0,0.0,0.0,1.0,6.7407407407407405
-124.25,40.28,32.0,419.0,434.0,187.0,1.9417,76100.0,0.0,0.0,0.0,1.0,7.647058823529412
-124.08,40.06,17.0,267.0,393.0,163.0,2.625,135600.0,0.0,0.0,0.0,1.0,8.0920245398773
-124.0,40.22,16.0,535.0,816.0,326.0,1.319,70700.0,1.0,0.0,0.0,0.0,6.404907975460123
-123.84,40.28,28.0,605.0,1093.0,438.0,2.0962,74000.0,1.0,0.0,0.0,0.0,6.4132420091324205
-123.68,40.24,31.0,452.0,917.0,359.0,1.725,54300.0,1.0,0.0,0.0,0.0,5.158774373259053
-123.82,40.16,19.0,634.0,1184.0,453.0,1.2227,76800.0,1.0,0.0,0.0,0.0,5.039735099337748
-123.82,40.12,33.0,591.0,1221.0,486.0,2.087,82400.0,1.0,0.0,0.0,0.0,6.1419753086419755
-123.75,40.11,35.0,477.0,900.0,402.0,1.9625,101500.0,1.0,0.0,0.0,0.0,5.104477611940299
-123.78,40.05,17.0,496.0,899.0,347.0,2.1864,101900.0,1.0,0.0,0.0,0.0,5.818443804034582
-115.52,33.12,38.0,262.0,784.0,231.0,1.8793,60800.0,0.0,1.0,0.0,0.0,5.744588744588745
-115.52,33.13,18.0,283.0,1006.0,253.0,2.163,53400.0,0.0,1.0,0.0,0.0,4.383399209486166
-115.51,33.12,21.0,218.0,890.0,232.0,2.101,46700.0,0.0,1.0,0.0,0.0,4.413793103448276
-115.46,33.19,33.0,373.0,777.0,298.0,1.0,40000.0,0.0,1.0,0.0,0.0,4.140939597315437
-115.51,33.24,32.0,523.0,1069.0,410.0,1.6552,43300.0,0.0,1.0,0.0,0.0,4.865853658536586
-115.6,33.2,37.0,187.0,390.0,142.0,2.4511,72500.0,0.0,1.0,0.0,0.0,4.992957746478873
-115.73,33.09,27.0,103.0,258.0,61.0,2.9,87500.0,0.0,1.0,0.0,0.0,7.409836065573771
-115.62,33.04,17.0,231.0,745.0,217.0,2.0463,61200.0,0.0,1.0,0.0,0.0,4.649769585253456
-115.62,33.04,20.0,244.0,766.0,230.0,2.2969,62000.0,0.0,1.0,0.0,0.0,4.873913043478261
-115.6,33.04,31.0,61.0,152.0,56.0,3.3472,91700.0,0.0,1.0,0.0,0.0,5.607142857142857
-115.41,32.99,29.0,220.0,684.0,194.0,3.4038,107800.0,0.0,1.0,0.0,0.0,5.881443298969073
-115.59,32.96,17.0,146.0,473.0,154.0,3.1979,113500.0,0.0,1.0,0.0,0.0,5.461038961038961
-115.52,32.98,32.0,382.0,1307.0,345.0,1.4583,58600.0,0.0,1.0,0.0,0.0,4.681159420289855
-115.52,32.98,21.0,327.0,1244.0,316.0,2.2054,66400.0,0.0,1.0,0.0,0.0,4.120253164556962
-115.53,32.99,25.0,634.0,2082.0,565.0,1.7159,62200.0,0.0,1.0,0.0,0.0,4.56283185840708
-115.51,32.99,20.0,287.0,1104.0,317.0,1.9088,63700.0,0.0,1.0,0.0,0.0,4.422712933753943
-115.54,32.99,23.0,373.0,1148.0,388.0,1.5372,69400.0,0.0,1.0,0.0,0.0,3.7603092783505154
-115.54,32.98,27.0,395.0,1121.0,381.0,1.9464,60600.0,0.0,1.0,0.0,0.0,3.9711286089238844
-115.54,32.99,17.0,268.0,911.0,254.0,4.3523,96000.0,0.0,1.0,0.0,0.0,6.681102362204724
-115.55,32.98,24.0,530.0,1447.0,473.0,3.2593,80800.0,0.0,1.0,0.0,0.0,5.422832980972516
-115.54,32.97,41.0,454.0,1188.0,430.0,3.0091,70800.0,0.0,1.0,0.0,0.0,5.648837209302326
-115.53,32.97,35.0,340.0,933.0,318.0,2.4063,70700.0,0.0,1.0,0.0,0.0,4.977987421383648
-115.55,32.98,33.0,365.0,952.0,360.0,5.4349,143000.0,0.0,1.0,0.0,0.0,6.294444444444444
-115.56,32.96,21.0,480.0,1164.0,421.0,3.8177,107200.0,0.0,1.0,0.0,0.0,5.140142517814727
-115.53,32.97,34.0,545.0,1568.0,510.0,1.5217,60300.0,0.0,1.0,0.0,0.0,4.374509803921568
-115.52,32.97,24.0,366.0,1416.0,401.0,1.975,66400.0,0.0,1.0,0.0,0.0,4.032418952618454
-115.52,32.97,10.0,387.0,1376.0,337.0,1.9911,67500.0,0.0,1.0,0.0,0.0,5.57566765578635
-115.32,32.82,34.0,139.0,327.0,89.0,3.6528,100000.0,0.0,1.0,0.0,0.0,6.640449438202247
-115.39,32.76,16.0,196.0,481.0,185.0,6.2558,146300.0,0.0,1.0,0.0,0.0,6.140540540540541
-115.4,32.86,19.0,171.0,649.0,173.0,3.3182,113800.0,0.0,1.0,0.0,0.0,6.283236994219653
-115.37,32.81,23.0,294.0,866.0,275.0,2.3594,74300.0,0.0,1.0,0.0,0.0,5.301818181818182
-115.37,32.82,14.0,270.0,867.0,261.0,1.9375,80900.0,0.0,1.0,0.0,0.0,4.888888888888889
-115.37,32.82,30.0,322.0,1130.0,335.0,3.5735,71100.0,0.0,1.0,0.0,0.0,4.782089552238806
-115.38,32.82,38.0,394.0,1175.0,374.0,1.9939,65800.0,0.0,1.0,0.0,0.0,5.0588235294117645
-115.38,32.81,35.0,262.0,950.0,241.0,1.8958,67500.0,0.0,1.0,0.0,0.0,5.240663900414938
-115.37,32.81,32.0,191.0,623.0,169.0,1.7604,68600.0,0.0,1.0,0.0,0.0,4.384615384615385
-115.57,32.85,33.0,269.0,825.0,250.0,3.2396,62300.0,0.0,1.0,0.0,0.0,5.46
-115.57,32.85,17.0,256.0,728.0,246.0,1.7411,63500.0,0.0,1.0,0.0,0.0,4.223577235772358
-115.57,32.84,29.0,301.0,804.0,288.0,1.9531,61100.0,0.0,1.0,0.0,0.0,4.190972222222222
-115.57,32.83,31.0,289.0,959.0,284.0,3.5282,67500.0,0.0,1.0,0.0,0.0,5.26056338028169
-115.59,32.85,20.0,274.0,862.0,248.0,4.875,90800.0,0.0,1.0,0.0,0.0,6.483870967741935
-115.6,32.87,3.0,317.0,1005.0,312.0,4.1293,83200.0,0.0,1.0,0.0,0.0,5.221153846153846
-115.49,32.87,19.0,104.0,457.0,106.0,3.3583,102800.0,0.0,1.0,0.0,0.0,5.10377358490566
-115.64,32.8,23.0,235.0,569.0,235.0,3.1667,125000.0,0.0,1.0,0.0,0.0,5.225531914893617
-115.69,32.79,18.0,340.0,1161.0,343.0,2.1792,55200.0,0.0,1.0,0.0,0.0,4.559766763848397
-115.73,32.8,44.0,81.0,206.0,57.0,2.2083,93800.0,0.0,1.0,0.0,0.0,8.280701754385966
-115.72,32.75,16.0,99.0,123.0,54.0,2.0938,87500.0,0.0,1.0,0.0,0.0,6.444444444444445
-115.64,32.75,19.0,69.0,198.0,55.0,1.625,112500.0,0.0,1.0,0.0,0.0,6.8545454545454545
-115.58,32.81,5.0,143.0,458.0,143.0,4.475,96300.0,0.0,1.0,0.0,0.0,5.629370629370629
-115.55,32.82,34.0,316.0,1013.0,274.0,2.5664,67500.0,0.0,1.0,0.0,0.0,5.62043795620438
-115.58,32.81,10.0,203.0,533.0,201.0,3.6597,87500.0,0.0,1.0,0.0,0.0,5.412935323383085
-115.57,32.8,17.0,426.0,1595.0,428.0,1.7188,69900.0,0.0,1.0,0.0,0.0,3.485981308411215
-115.57,32.8,16.0,359.0,961.0,327.0,1.1853,72600.0,0.0,1.0,0.0,0.0,3.996941896024465
-115.57,32.8,16.0,594.0,1184.0,513.0,1.875,93800.0,0.0,1.0,0.0,0.0,4.436647173489279
-115.48,32.8,21.0,246.0,805.0,239.0,2.6172,88500.0,0.0,1.0,0.0,0.0,5.2719665271966525
-115.52,32.77,18.0,337.0,1166.0,333.0,2.2417,79200.0,0.0,1.0,0.0,0.0,5.15015015015015
-115.53,32.73,14.0,325.0,1453.0,332.0,1.735,61200.0,0.0,1.0,0.0,0.0,4.599397590361446
-115.52,32.73,17.0,275.0,1113.0,258.0,2.3571,63100.0,0.0,1.0,0.0,0.0,4.612403100775194
-115.5,32.75,13.0,72.0,822.0,64.0,3.4107,142500.0,0.0,1.0,0.0,0.0,5.15625
-115.55,32.8,23.0,142.0,580.0,160.0,2.1136,61000.0,0.0,1.0,0.0,0.0,4.1625
-115.55,32.79,22.0,162.0,692.0,141.0,1.2083,53600.0,0.0,1.0,0.0,0.0,4.00709219858156
-115.54,32.79,30.0,194.0,733.0,186.0,1.6607,56100.0,0.0,1.0,0.0,0.0,4.043010752688172
-115.54,32.79,23.0,403.0,1370.0,377.0,1.275,60400.0,0.0,1.0,0.0,0.0,4.541114058355437
-115.55,32.79,23.0,221.0,697.0,201.0,1.6351,59600.0,0.0,1.0,0.0,0.0,4.9950248756218905
-115.57,32.8,33.0,213.0,1066.0,211.0,4.5714,68600.0,0.0,1.0,0.0,0.0,5.649289099526066
-115.56,32.8,25.0,375.0,1193.0,351.0,2.1979,63900.0,0.0,1.0,0.0,0.0,3.735042735042735
-115.56,32.8,28.0,416.0,1335.0,397.0,1.5987,59400.0,0.0,1.0,0.0,0.0,4.211586901763225
-115.56,32.8,15.0,328.0,1024.0,298.0,1.3882,69400.0,0.0,1.0,0.0,0.0,3.9295302013422817
-115.56,32.79,18.0,438.0,1377.0,429.0,1.3373,58300.0,0.0,1.0,0.0,0.0,2.745920745920746
-115.56,32.78,34.0,555.0,1627.0,522.0,3.2083,76200.0,0.0,1.0,0.0,0.0,5.471264367816092
-115.56,32.79,20.0,835.0,2283.0,767.0,1.1707,62500.0,0.0,1.0,0.0,0.0,3.0925684485006517
-115.57,32.79,50.0,277.0,864.0,274.0,1.6667,68100.0,0.0,1.0,0.0,0.0,4.711678832116788
-115.56,32.78,46.0,490.0,1583.0,469.0,3.0603,70800.0,0.0,1.0,0.0,0.0,5.353944562899787
-115.56,32.78,35.0,202.0,615.0,191.0,4.6154,86200.0,0.0,1.0,0.0,0.0,6.204188481675392
-115.57,32.78,25.0,301.0,1135.0,332.0,5.128,99600.0,0.0,1.0,0.0,0.0,6.045180722891566
-115.56,32.78,29.0,283.0,848.0,245.0,3.1597,76200.0,0.0,1.0,0.0,0.0,6.4
-115.55,32.78,5.0,606.0,1767.0,536.0,2.8025,84300.0,0.0,1.0,0.0,0.0,4.947761194029851
-115.58,32.78,5.0,414.0,1416.0,421.0,5.7843,110100.0,0.0,1.0,0.0,0.0,5.923990498812351
-115.59,32.79,8.0,307.0,1000.0,287.0,6.3814,159900.0,0.0,1.0,0.0,0.0,7.606271777003484
-115.58,32.79,14.0,507.0,762.0,451.0,1.6635,64400.0,0.0,1.0,0.0,0.0,3.740576496674058
-115.57,32.79,34.0,208.0,621.0,208.0,3.6042,73600.0,0.0,1.0,0.0,0.0,5.538461538461538
-115.57,32.78,29.0,367.0,1173.0,360.0,4.0375,86400.0,0.0,1.0,0.0,0.0,6.447222222222222
-115.57,32.78,20.0,235.0,871.0,222.0,6.2715,97200.0,0.0,1.0,0.0,0.0,6.90990990990991
-115.57,32.78,15.0,279.0,803.0,277.0,4.3021,87500.0,0.0,1.0,0.0,0.0,5.101083032490974
-115.56,32.76,15.0,217.0,653.0,185.0,4.4821,140300.0,0.0,1.0,0.0,0.0,6.908108108108108
-115.59,32.69,30.0,177.0,649.0,148.0,2.5769,94400.0,0.0,1.0,0.0,0.0,6.3175675675675675
-115.49,32.69,17.0,389.0,1691.0,356.0,1.899,64000.0,0.0,1.0,0.0,0.0,5.50561797752809
-115.4,32.7,19.0,113.0,531.0,134.0,1.6838,95800.0,0.0,1.0,0.0,0.0,4.350746268656716
-115.49,32.67,25.0,573.0,2185.0,602.0,1.375,70100.0,0.0,1.0,0.0,0.0,3.857142857142857
-115.49,32.67,24.0,275.0,1083.0,298.0,1.4828,73100.0,0.0,1.0,0.0,0.0,4.248322147651007
-115.48,32.68,15.0,666.0,2097.0,622.0,2.3319,91200.0,0.0,1.0,0.0,0.0,5.488745980707395
-115.5,32.68,18.0,913.0,3565.0,924.0,1.5931,88400.0,0.0,1.0,0.0,0.0,3.9296536796536796
-115.5,32.67,35.0,492.0,1694.0,475.0,2.1776,75500.0,0.0,1.0,0.0,0.0,4.545263157894737
-115.49,32.67,29.0,440.0,1302.0,393.0,1.1311,84700.0,0.0,1.0,0.0,0.0,3.8753180661577606
-115.51,32.68,11.0,610.0,2644.0,581.0,2.625,72700.0,0.0,1.0,0.0,0.0,4.943201376936317
-115.52,32.67,6.0,581.0,2807.0,594.0,2.0625,67700.0,0.0,1.0,0.0,0.0,4.720538720538721
-116.05,33.33,17.0,94.0,135.0,57.0,1.7292,81300.0,0.0,1.0,0.0,0.0,5.087719298245614
-116.0,33.19,16.0,57.0,81.0,33.0,1.2639,51300.0,0.0,1.0,0.0,0.0,7.424242424242424
-115.88,32.93,15.0,49.0,51.0,20.0,4.0208,32500.0,0.0,1.0,0.0,0.0,10.4
-116.0,32.74,26.0,280.0,329.0,158.0,1.4338,43900.0,0.0,1.0,0.0,0.0,7.177215189873418
-115.9,32.69,18.0,86.0,98.0,54.0,1.5417,57500.0,0.0,1.0,0.0,0.0,7.666666666666667
-116.01,33.41,20.0,515.0,659.0,295.0,2.8684,62800.0,0.0,1.0,0.0,0.0,6.766101694915254
-115.99,33.4,15.0,536.0,515.0,273.0,2.0109,54300.0,0.0,1.0,0.0,0.0,7.124542124542124
-115.94,33.38,5.0,43.0,41.0,21.0,2.7,58800.0,0.0,1.0,0.0,0.0,8.857142857142858
-115.98,33.32,8.0,46.0,63.0,24.0,1.4688,53800.0,0.0,1.0,0.0,0.0,10.0
-115.91,33.36,15.0,95.0,160.0,73.0,0.922,67500.0,0.0,1.0,0.0,0.0,6.287671232876712
-115.9,33.34,19.0,248.0,329.0,155.0,1.7857,62800.0,0.0,1.0,0.0,0.0,7.806451612903226
-115.96,33.3,27.0,81.0,112.0,57.0,1.125,54400.0,0.0,1.0,0.0,0.0,5.649122807017544
