Gender,Card_Category,Missing_Income,Income_Category,Missing_Education,Education_Level,Marital_Divorced,Marital_Married,Marital_Single,Marital_Unknown,Customer_Age,Avg_Utilization_Ratio,Avg_Open_To_Buy,Total_Trans_Amt,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Attrition
0,1,0,1,0,2,0,0,1,0,55,0.348,2887.0,3395,4,6,2,1,1543,0.752,0.628,0
1,1,1,1,1,2,0,0,1,0,26,0.0,3877.0,2473,0,5,3,2,0,0.773,0.833,0
1,1,0,4,0,2,0,1,0,0,56,0.131,13150.0,1850,1,3,2,3,1974,0.826,0.571,0
0,1,0,1,0,2,0,1,0,0,58,0.125,6750.0,1574,2,5,3,1,962,0.418,0.062,0
0,1,1,1,0,2,0,0,0,1,42,0.059,18231.0,1792,2,5,2,2,1142,0.655,0.455,0
1,1,1,1,0,4,0,0,1,0,30,0.117,19073.0,2567,1,3,3,3,2517,0.813,0.795,0
1,1,0,4,0,1,0,1,0,0,38,0.461,1970.0,2758,1,4,2,1,1687,1.357,0.833,0
0,2,1,1,0,3,1,0,0,0,47,0.057,30601.0,3725,2,3,1,4,1843,1.127,0.622,0
0,1,0,2,0,2,0,0,1,0,33,0.286,4165.0,2263,1,5,1,2,1665,0.684,0.714,0
0,1,0,1,0,5,0,1,0,0,54,0.0,1438.3,1154,2,3,4,3,0,1.053,0.375,1
0,1,1,1,0,2,0,0,1,0,65,0.257,4803.0,2336,1,5,2,4,1660,0.995,1.722,0
1,1,0,4,0,1,0,0,1,0,33,0.0,2400.0,2677,2,4,2,1,0,1.064,0.892,0
0,1,0,1,0,6,1,0,0,0,44,0.792,481.0,1701,1,5,2,4,1830,1.289,1.357,0
0,1,0,2,1,2,0,1,0,0,57,0.347,2341.0,1344,3,4,2,2,1244,0.507,0.85,0
1,1,0,3,0,3,0,1,0,0,34,0.1,8215.0,1893,3,6,3,2,916,0.863,0.565,0
0,1,0,2,0,3,0,0,1,0,63,0.0,1438.3,3630,0,3,6,4,0,0.864,0.578,0
0,1,0,1,0,1,0,0,1,0,37,0.0,1438.3,2075,3,5,1,3,0,0.79,0.692,0
1,1,0,4,0,5,0,1,0,0,39,0.376,3415.0,1992,2,6,3,2,2056,0.465,0.704,0
1,1,0,3,0,1,0,1,0,0,39,0.175,7282.0,1961,2,6,3,3,1541,1.06,1.0,0
1,1,0,4,0,2,0,1,0,0,55,0.699,653.0,1485,1,6,2,4,1520,0.652,0.529,0
1,1,0,5,0,2,0,0,1,0,37,0.0,5616.0,1564,2,3,3,0,0,0.995,0.476,1
1,1,0,3,0,6,0,1,0,0,57,0.189,6955.0,1397,1,5,2,2,1616,0.6,0.647,0
0,1,0,1,0,2,1,0,0,0,45,0.0,2803.0,3347,2,6,6,3,0,0.565,0.732,0
1,1,0,3,0,2,0,1,0,0,53,0.641,1407.0,1417,4,3,2,2,2517,0.511,0.667,0
1,1,0,4,0,2,0,0,1,0,37,0.203,4514.0,2553,2,6,1,2,1149,0.767,0.794,0
0,1,0,1,0,3,0,1,0,0,60,0.506,1955.0,1560,0,3,1,2,2000,0.425,0.483,0
0,1,0,1,0,3,0,0,1,0,29,0.0,7997.0,2208,0,5,3,4,0,0.935,0.806,0
0,1,0,1,0,3,0,1,0,0,56,0.37,2301.0,1561,4,4,1,5,1351,0.836,0.625,0
1,1,0,3,0,2,0,1,0,0,37,0.158,10694.0,1992,2,4,2,1,2008,0.51,0.667,0
1,1,0,4,0,1,0,1,0,0,43,0.216,5639.0,1935,1,4,3,2,1550,0.538,0.368,0
1,1,0,3,0,2,0,1,0,0,58,0.203,9904.0,1913,1,4,3,1,2517,0.73,0.69,0
0,1,0,1,0,5,1,0,0,0,29,0.777,577.0,3519,0,3,2,4,2008,1.266,0.622,0
1,1,0,5,0,1,0,1,0,0,38,0.588,1162.0,2916,2,4,1,2,1656,1.404,0.957,0
1,1,0,1,1,2,0,0,1,0,65,0.0,2351.0,1593,1,3,4,4,0,0.881,0.591,1
0,1,0,1,0,2,0,1,0,0,62,0.801,626.0,1323,1,4,2,2,2517,0.625,0.923,0
1,1,0,3,0,2,0,0,0,1,53,0.15,5536.0,3084,1,5,5,4,978,0.843,0.658,0
0,1,0,2,0,2,0,0,1,0,26,0.426,1791.0,2740,0,5,3,3,1328,0.722,0.512,0
0,2,0,1,0,1,0,0,1,0,46,0.15,11130.0,936,3,1,0,4,1962,0.686,0.25,1
0,1,0,2,0,4,0,1,0,0,51,0.0,1438.3,2207,1,4,2,1,0,0.803,0.511,0
1,1,0,1,0,3,0,1,0,0,39,0.302,2584.0,2585,2,4,2,4,1118,1.04,0.778,0
0,1,1,1,0,1,0,1,0,0,51,0.277,6578.0,1347,1,3,2,3,2517,0.37,0.421,0
1,1,0,2,0,1,0,1,0,0,59,0.582,1129.0,1469,2,6,3,2,1572,0.475,0.5,0
1,1,0,2,1,2,0,1,0,0,56,0.765,426.0,1468,3,6,2,4,1387,0.406,0.231,0
0,1,1,1,0,2,0,1,0,0,56,0.187,4339.0,1454,2,3,3,2,996,0.469,0.433,0
1,1,0,2,0,2,0,1,0,0,31,0.687,774.0,1615,1,6,2,5,1695,0.842,0.333,0
1,1,0,2,0,1,1,0,0,0,37,0.0,3091.0,2572,0,3,1,5,0,0.665,0.548,0
1,1,0,2,0,1,0,0,1,0,36,0.571,1150.0,2373,2,3,5,2,1533,0.821,0.659,0
0,1,1,1,1,2,0,0,1,0,26,0.0,5464.0,2473,1,3,4,3,0,0.7,0.484,0
0,1,0,1,0,2,0,1,0,0,61,0.687,920.0,1479,0,4,1,2,2022,0.537,0.217,0
1,1,0,1,0,1,0,0,1,0,26,0.493,1387.0,2441,0,6,3,3,1348,0.805,0.45,0
1,1,0,3,0,4,0,1,0,0,35,0.098,13783.0,2079,2,5,2,4,1496,0.997,0.425,0
1,1,0,5,0,4,0,1,0,0,53,0.077,13783.0,2248,3,4,2,5,1155,0.995,0.645,0
1,1,0,1,0,1,0,1,0,0,59,0.155,3658.0,1580,2,3,3,5,670,0.396,0.543,0
1,1,0,3,0,2,0,0,1,0,37,0.027,33582.0,1768,1,4,4,4,934,0.681,0.576,0
1,1,0,4,0,1,0,1,0,0,38,0.265,4282.0,1801,3,5,4,2,1542,0.827,0.571,0
0,1,1,1,0,6,0,1,0,0,56,0.188,9163.0,1255,5,4,2,2,2118,0.534,0.304,0
1,1,0,4,0,3,0,1,0,0,37,0.125,6961.0,1855,2,5,3,5,998,0.773,0.318,0
1,1,0,5,0,2,0,1,0,0,33,0.426,2560.0,2502,1,4,1,3,1899,1.349,1.0,0
1,1,0,3,0,4,0,1,0,0,38,0.045,16389.0,2457,2,4,1,5,773,1.238,1.0,0
1,1,0,5,0,3,0,1,0,0,56,0.093,14736.0,2502,1,4,3,5,1518,1.256,0.571,0
1,1,0,3,0,1,0,1,0,0,59,0.398,1972.0,1374,0,5,1,2,1306,0.399,0.391,0
1,1,0,1,0,5,0,1,0,0,30,0.171,5946.0,1793,1,5,1,2,1227,0.646,0.737,0
1,1,0,2,0,1,0,1,0,0,56,0.608,1293.0,1191,2,5,2,3,2002,0.599,0.545,0
1,1,0,5,1,2,0,0,1,0,33,0.092,22733.0,2529,2,4,2,2,2300,0.716,0.578,0
1,1,0,4,0,2,1,0,0,0,31,0.494,2140.0,2565,0,6,2,2,2092,0.604,0.865,0
1,1,0,2,0,4,0,0,1,0,26,0.465,1447.0,2111,1,3,4,3,1256,0.949,0.706,0
1,1,0,1,0,2,0,1,0,0,29,0.232,2081.0,1718,1,4,1,4,629,0.771,0.762,0
0,1,0,1,0,3,0,1,0,0,53,0.553,1038.0,1573,2,6,1,5,1284,0.673,0.929,0
0,1,0,1,0,1,0,0,1,0,35,0.0,5931.0,2730,0,4,3,4,0,0.668,0.614,0
1,1,0,5,0,3,0,0,0,1,35,0.525,1569.0,1745,2,5,1,2,1731,0.689,0.929,0
0,1,0,1,0,1,0,1,0,0,56,0.0,1438.3,1354,4,4,2,3,0,0.472,0.714,0
0,2,1,1,0,3,0,0,1,0,35,0.0,34516.0,2562,1,4,3,2,0,0.682,0.722,0
1,1,0,2,0,3,0,1,0,0,35,0.19,7035.0,1792,3,6,2,5,1647,0.971,0.8,0
1,1,0,4,0,1,1,0,0,0,32,0.0,12616.0,1376,1,3,3,3,0,1.054,0.611,1
1,1,0,1,0,4,0,0,0,1,49,0.261,7135.0,3762,4,5,2,4,2517,0.889,0.587,0
1,1,0,5,0,2,1,0,0,0,36,0.466,881.0,2516,4,3,2,2,770,0.736,0.385,0
1,1,0,4,1,2,0,1,0,0,37,0.637,936.0,2568,3,5,1,5,1640,1.128,0.889,0
1,1,0,4,0,1,0,1,0,0,58,0.629,820.0,1387,1,3,1,4,1392,0.573,0.7,0
0,1,0,1,0,1,0,1,0,0,35,0.551,969.0,2111,2,5,6,3,1188,0.847,0.639,0
0,1,0,2,0,2,0,1,0,0,39,0.553,1151.0,1487,2,5,1,2,1424,0.543,0.737,0
0,1,0,1,0,3,0,0,1,0,65,0.167,7252.0,2688,0,6,1,2,1453,1.11,0.956,0
1,1,0,1,0,1,0,1,0,0,65,0.452,2102.0,1467,0,3,3,5,1736,0.445,0.706,0
1,1,0,5,1,2,0,1,0,0,51,0.138,8879.0,1456,2,4,1,4,1427,0.709,0.294,0
0,1,0,2,0,3,0,1,0,0,56,0.237,4095.0,1748,1,4,2,5,1271,0.558,0.9,0
1,1,0,3,0,1,0,1,0,0,58,0.785,643.0,1540,0,6,3,2,2351,0.469,0.185,0
1,1,0,1,0,3,0,1,0,0,39,0.0,4247.0,847,1,3,3,3,0,0.405,0.133,1
0,1,0,1,0,4,0,0,1,0,51,0.659,592.0,1954,1,4,4,2,1145,0.809,1.333,0
1,2,0,2,0,3,0,0,1,0,58,0.049,17529.0,2950,4,5,2,3,902,1.296,0.848,0
0,1,0,1,0,2,0,1,0,0,34,0.793,469.0,2154,3,5,3,3,1794,0.794,0.542,0
1,1,0,3,1,2,0,0,1,0,39,0.793,562.0,1711,3,6,1,4,2156,0.668,0.44,0
0,1,1,1,0,4,0,1,0,0,54,0.365,3709.0,1640,1,3,3,2,2130,0.687,0.333,0
0,1,1,1,0,1,0,0,1,0,26,0.0,5137.0,2496,2,5,0,3,0,0.699,0.581,0
1,1,0,3,0,2,0,0,1,0,53,0.085,10891.0,1938,1,4,2,3,1018,1.006,0.656,0
1,1,0,3,0,4,0,0,1,0,32,0.0,21390.0,2477,3,4,3,5,0,0.946,0.341,0
1,1,0,4,0,1,0,1,0,0,49,0.068,8635.0,4107,3,4,1,4,629,0.659,0.58,0
0,1,0,1,0,3,0,1,0,0,39,0.459,2967.0,2025,2,4,2,5,2517,0.489,0.378,0
1,1,0,2,0,2,0,1,0,0,32,0.0,4739.0,886,2,3,3,5,0,0.363,0.4,1
1,1,0,1,0,4,1,0,0,0,30,0.0,7970.0,1284,1,4,3,3,0,0.776,0.429,1
1,1,0,3,0,3,0,0,1,0,37,0.76,749.0,2292,1,6,1,2,2378,0.862,0.441,0
1,1,0,2,0,3,0,0,1,0,38,0.215,6086.0,1858,2,5,1,2,1670,0.78,0.545,0
1,1,0,5,0,3,0,0,1,0,46,0.02,33840.0,3508,2,6,2,3,676,0.814,0.871,0
1,1,0,4,0,3,0,1,0,0,36,0.236,4283.0,2338,2,5,3,4,1322,1.204,0.952,0
1,1,0,3,0,5,0,1,0,0,33,0.461,1587.0,2017,1,4,3,2,1359,0.746,0.455,0
0,1,0,1,0,5,0,0,1,0,58,0.0,8886.0,4148,3,4,2,3,0,0.694,0.756,0
1,1,0,5,0,6,0,1,0,0,46,0.278,2242.0,2781,4,3,2,5,862,1.057,0.682,0
1,1,0,3,1,2,0,1,0,0,39,0.109,17315.0,2062,5,4,3,3,2120,0.625,0.486,0
0,1,0,1,0,6,0,1,0,0,54,0.49,1688.0,1973,2,3,3,3,1624,0.573,0.667,0
1,1,0,5,0,1,0,1,0,0,50,0.0,34516.0,1930,3,5,1,4,0,0.986,0.44,0
1,1,0,4,0,4,0,0,1,0,41,0.0,5246.0,3189,3,6,1,4,0,0.969,0.556,0
1,1,0,4,0,2,0,0,0,1,53,0.639,878.0,3670,1,4,1,2,1554,1.158,0.818,0
0,1,0,1,0,2,0,1,0,0,36,0.773,704.0,1836,5,3,3,3,2399,0.581,0.655,0
1,1,0,5,1,2,0,1,0,0,38,0.038,29578.0,1519,3,5,3,4,1168,0.653,0.72,0
0,2,1,1,0,4,0,0,1,0,55,0.0,34516.0,1353,2,2,3,3,0,0.399,0.212,1
1,1,0,5,0,4,0,0,0,1,45,0.086,10937.0,1907,4,3,2,2,1025,0.694,0.926,0
1,1,0,3,0,1,0,0,1,0,36,0.067,13711.0,2746,2,5,3,3,979,0.811,0.511,0
1,1,0,2,0,2,0,0,1,0,45,0.21,5240.0,3891,1,5,1,2,1389,0.828,0.643,0
1,1,0,2,0,2,0,1,0,0,38,0.231,4259.0,1764,4,6,2,4,1276,0.636,0.9,0
0,1,0,1,0,1,0,1,0,0,35,0.726,696.0,2289,2,4,3,3,1848,0.804,0.441,0
1,1,0,1,0,4,0,1,0,0,48,0.762,788.0,2027,3,4,3,3,2517,0.766,1.036,0
1,1,0,5,0,3,0,0,1,0,51,0.026,33628.0,1959,2,5,2,4,888,1.299,0.909,0
0,1,1,1,0,4,0,0,1,0,37,0.0,9466.0,2503,1,3,2,5,0,0.818,0.489,0
0,1,1,1,0,6,0,0,1,0,33,0.0,5297.0,2655,2,4,3,4,0,0.779,0.55,0
1,1,0,3,0,4,0,1,0,0,31,0.417,2485.0,2109,1,4,3,3,1775,1.239,0.625,0
0,1,0,1,0,4,0,0,1,0,40,0.345,4774.0,2198,4,6,1,2,2517,0.83,0.697,0
1,1,0,3,0,1,0,0,0,1,43,0.055,13124.0,1646,4,4,2,3,758,0.5,0.75,0
1,1,0,2,0,2,0,1,0,0,63,0.275,4714.0,1497,0,4,2,5,1786,0.524,0.35,0
0,1,0,1,1,2,0,1,0,0,35,0.602,647.0,2847,4,6,3,4,979,1.467,0.968,0
0,1,0,1,0,1,0,0,1,0,31,0.0,6662.0,3264,1,5,1,5,0,0.934,0.766,0
1,1,0,3,0,3,0,1,0,0,36,0.296,4114.0,2056,4,4,3,3,1732,0.611,0.64,0
1,1,0,4,0,1,0,1,0,0,34,0.267,5914.0,2042,1,3,1,2,2149,0.722,0.69,0
1,1,0,4,1,2,0,1,0,0,29,0.175,5132.0,2222,0,3,3,2,1092,0.919,0.56,0
1,1,0,4,0,6,0,1,0,0,55,0.531,2155.0,1504,1,6,2,4,2442,0.512,0.357,0
1,1,0,2,0,2,0,0,1,0,46,0.0,7869.0,998,2,3,3,5,0,0.692,0.562,1
1,1,0,4,0,4,0,1,0,0,45,0.117,15788.0,2031,2,6,3,2,2096,0.477,0.633,0
0,1,0,1,0,6,0,0,1,0,52,0.68,460.3,947,0,2,2,3,978,0.773,0.571,1
0,1,0,1,0,1,0,1,0,0,40,0.828,352.0,3432,3,5,1,3,1694,0.853,0.96,0
0,1,0,1,0,3,0,1,0,0,46,0.0,6370.0,1783,4,4,2,2,0,0.855,0.667,0
0,1,0,1,0,2,0,1,0,0,54,0.92,220.0,1619,2,6,2,2,2517,0.533,0.48,0
1,1,0,1,0,2,0,0,1,0,36,0.949,133.0,2717,1,6,1,2,2489,0.84,0.549,0
1,1,0,2,0,2,0,1,0,0,44,0.125,6360.0,1741,3,2,3,3,906,0.676,0.421,1
0,1,0,1,0,3,0,0,1,0,37,0.593,920.0,2511,2,6,3,3,1338,0.86,0.774,0
1,1,0,3,0,2,0,0,1,0,35,0.316,4455.0,2238,3,3,2,3,2055,1.042,0.531,0
0,1,1,1,1,2,0,1,0,0,64,0.63,928.0,1607,0,4,1,4,1580,0.44,0.419,0
0,1,1,1,0,3,0,1,0,0,52,0.628,1489.0,1157,2,5,1,2,2517,0.557,0.619,0
0,1,0,2,0,1,0,0,1,0,37,0.611,1265.0,2953,5,4,1,2,1987,0.658,0.714,0
0,1,1,1,0,3,0,1,0,0,45,0.0,16317.0,2944,4,4,3,1,0,0.742,0.972,0
1,1,0,2,1,2,0,0,1,0,28,0.731,567.0,2261,1,3,3,1,1542,0.67,0.6,0
0,1,0,1,0,2,0,1,0,0,65,0.246,5297.0,2535,1,4,2,0,1726,1.178,0.759,0
1,1,0,5,0,2,0,1,0,0,55,0.303,5785.0,1576,0,3,2,1,2517,0.661,0.789,0
1,1,0,3,0,2,0,1,0,0,55,0.121,8750.0,1584,2,3,3,3,1209,0.548,0.273,0
1,1,0,2,0,3,0,0,1,0,41,0.518,1752.0,4254,4,4,3,4,1884,0.924,0.491,0
0,1,0,1,0,1,0,1,0,0,57,0.358,3328.0,1834,2,5,1,1,1856,0.553,0.571,0
1,1,0,4,0,1,0,0,1,0,37,0.0,14575.0,3444,2,6,1,4,0,1.251,0.702,0
1,1,1,1,0,4,1,0,0,0,29,0.554,1387.0,2460,0,6,3,2,1720,0.661,0.69,0
0,1,0,2,0,4,0,1,0,0,62,0.0,1438.3,1281,0,6,1,2,0,0.757,1.0,0
1,1,0,4,0,4,0,0,0,1,42,0.361,1977.0,2133,4,4,3,3,1115,0.802,0.783,0
0,1,0,1,0,2,0,1,0,0,47,0.0,8322.0,3700,1,4,2,1,0,0.86,1.0,0
0,2,0,1,0,2,0,1,0,0,44,0.122,8881.0,4063,0,5,3,2,1229,0.65,0.48,0
0,1,0,1,0,1,0,1,0,0,34,0.752,671.0,1926,1,4,3,4,2036,0.827,0.941,0
1,1,1,1,0,2,0,0,1,0,37,0.456,2390.0,2473,1,4,1,3,2007,0.892,1.136,0
0,1,1,1,0,2,0,0,1,0,33,0.0,5795.0,2322,2,3,3,2,0,0.746,0.585,0
1,1,0,3,0,3,0,1,0,0,40,0.17,8103.0,4542,4,6,3,2,1657,1.134,0.87,0
1,1,0,2,0,6,0,0,1,0,51,0.0,6103.0,3203,2,3,2,0,0,0.532,0.829,0
1,1,0,2,0,1,0,1,0,0,65,0.59,920.0,1429,1,6,2,2,1326,0.543,0.455,0
1,1,0,3,0,2,0,0,1,0,46,0.0,4930.0,3343,3,6,3,4,0,1.019,0.638,0
1,1,0,2,0,2,0,0,1,0,27,0.352,2060.0,2010,0,4,1,2,1118,0.643,0.55,0
0,1,0,1,0,1,0,0,0,1,37,0.603,1193.0,3148,1,3,5,0,1810,0.719,0.789,0
0,1,1,1,0,6,0,1,0,0,34,0.893,249.0,2689,1,4,3,3,2069,1.399,0.781,0
1,1,0,2,0,2,0,1,0,0,34,0.793,546.0,1868,0,4,1,4,2092,0.591,0.344,0
0,1,0,1,0,3,0,1,0,0,35,0.0,2004.0,1974,1,3,2,4,0,0.681,0.364,0
0,1,0,1,0,5,0,1,0,0,55,0.943,138.0,2000,2,4,1,1,2276,0.567,0.59,0
0,1,0,1,0,6,0,1,0,0,60,0.451,790.3,1267,0,5,2,4,648,0.477,1.077,0
1,1,0,4,0,2,0,1,0,0,56,0.944,115.0,2311,2,3,1,2,1928,0.791,0.839,0
1,1,0,3,0,1,0,0,1,0,52,0.073,31999.0,3072,2,3,3,2,2517,0.685,0.675,0
0,1,0,2,0,3,0,1,0,0,45,0.736,821.0,1998,4,3,1,3,2290,1.612,0.464,0
1,1,0,5,0,2,0,1,0,0,56,0.467,1378.0,1590,1,6,3,4,1207,0.44,0.32,0
1,1,0,1,0,2,0,0,1,0,26,0.976,59.0,1027,0,5,2,4,2410,0.544,0.176,1
1,1,0,1,1,2,0,0,1,0,30,0.196,7032.0,2579,1,5,2,0,1712,0.895,0.659,0
1,1,0,3,0,1,0,1,0,0,34,0.601,1668.0,2179,3,5,1,4,2517,0.861,0.774,0
1,1,0,4,0,3,0,1,0,0,39,0.307,3300.0,2903,3,6,2,4,1459,1.24,0.9,0
1,1,0,5,0,2,0,0,1,0,36,0.053,23157.0,2739,3,6,2,4,1300,0.914,0.912,0
1,1,0,5,1,2,0,0,1,0,32,0.117,12571.0,2729,3,6,2,2,1673,0.699,0.535,0
1,1,0,3,0,6,0,0,1,0,48,0.063,6155.0,1766,4,3,3,4,417,0.584,0.533,1
0,1,1,1,0,3,0,1,0,0,50,0.039,22476.0,4357,2,5,3,2,905,0.645,0.521,0
0,1,0,1,0,3,0,1,0,0,39,0.725,954.0,1771,2,5,3,2,2517,0.743,0.889,0
0,1,0,1,0,2,0,1,0,0,61,0.463,1209.0,1339,0,4,2,1,1041,0.678,0.867,0
0,1,1,1,1,2,0,1,0,0,65,0.145,13653.0,1619,1,5,3,2,2312,0.59,0.538,0
0,1,0,1,0,1,1,0,0,0,45,0.167,7855.0,3910,1,6,2,2,1578,0.66,0.653,0
1,1,0,5,0,3,1,0,0,0,34,0.198,7366.0,2646,3,4,3,3,1814,0.628,0.633,0
1,1,0,2,0,2,0,1,0,0,37,0.163,7381.0,1865,3,4,2,4,1437,0.649,0.938,0
0,1,0,1,0,2,0,0,1,0,44,0.253,3038.0,3888,3,5,1,3,1028,0.972,0.604,0
1,1,0,3,0,3,0,1,0,0,56,0.17,7496.0,1602,1,6,1,1,1535,0.69,0.591,0
1,1,0,2,1,2,0,0,1,0,36,0.101,8893.0,2552,4,6,1,2,994,0.488,0.455,0
0,1,0,1,0,2,0,1,0,0,65,0.599,1670.0,1203,0,5,3,5,2491,0.41,0.579,0
1,1,0,1,0,2,0,0,1,0,26,0.755,671.0,1997,0,6,3,3,2069,0.418,0.419,0
0,1,1,1,0,1,0,0,1,0,26,0.0,6152.0,968,0,1,2,4,0,0.391,0.533,1
1,1,0,4,0,3,0,1,0,0,34,0.213,6427.0,2141,3,3,1,4,1740,1.455,0.7,0
1,1,0,5,0,4,0,1,0,0,51,0.0,23742.0,3783,2,6,2,4,0,0.769,0.676,0
1,1,0,4,0,4,0,0,0,1,57,0.07,15610.0,2983,3,6,3,4,1181,0.55,0.682,0
1,1,0,3,0,2,1,0,0,0,30,0.048,25498.0,2495,0,6,1,2,1285,0.59,0.769,0
1,1,0,3,0,5,0,1,0,0,35,0.053,24153.0,2317,1,3,3,4,1363,1.172,0.727,0
1,1,0,2,0,2,0,1,0,0,32,0.33,3224.0,2501,0,3,3,2,1591,1.409,0.714,0
1,1,1,1,0,2,0,1,0,0,62,0.722,890.0,1402,1,5,2,2,2308,0.724,0.842,0
1,1,0,1,0,3,0,1,0,0,32,0.765,522.0,730,1,1,3,3,1696,0.367,0.429,1
1,1,0,3,0,1,0,1,0,0,53,0.094,21260.0,1387,3,4,2,3,2202,0.571,0.65,0
1,1,0,4,0,4,0,1,0,0,55,0.771,515.0,1291,3,5,4,4,1737,0.685,0.5,0
0,1,0,1,1,2,0,0,1,0,26,0.778,567.0,2266,1,4,3,3,1990,0.575,0.357,0
0,1,0,1,0,2,0,0,1,0,35,0.0,2300.0,1485,0,5,3,4,0,0.877,0.478,1
0,1,0,1,0,2,0,1,0,0,31,0.331,2367.0,1912,0,3,1,1,1173,1.106,0.667,0
1,1,0,4,1,2,0,0,1,0,53,0.074,21238.0,3428,3,6,1,2,1700,0.636,0.5,0
1,1,0,2,0,2,0,1,0,0,45,0.069,12228.0,2564,2,5,1,3,901,0.825,0.474,0
1,2,0,3,1,2,0,0,1,0,39,0.055,32616.0,1668,3,5,3,2,1900,1.002,0.714,0
0,1,0,1,0,1,0,1,0,0,61,0.236,2594.0,1418,0,5,2,0,802,0.548,0.5,0
0,1,0,1,0,3,0,0,1,0,31,0.203,3757.0,2568,0,4,3,4,955,0.855,0.59,0
1,1,0,4,0,2,0,0,1,0,37,0.124,6691.0,2336,2,4,2,2,947,0.682,0.611,0
1,1,0,4,0,5,0,1,0,0,41,0.503,1305.0,4189,3,4,2,2,1319,0.768,0.609,0
1,1,0,5,0,2,0,1,0,0,58,0.088,16356.0,2005,3,5,2,5,1578,0.593,0.778,0
1,2,0,2,0,2,0,1,0,0,45,0.138,13100.0,3183,5,3,1,5,2098,0.8,0.73,0
0,1,0,1,0,1,0,1,0,0,57,0.789,674.0,1501,4,5,3,4,2517,0.719,0.591,0
1,1,0,4,1,2,0,0,1,0,35,0.331,4052.0,2208,1,6,3,2,2001,0.743,0.595,0
1,1,0,2,1,2,0,1,0,0,39,0.368,3483.0,1980,2,6,1,2,2027,0.898,0.68,0
1,1,0,5,0,6,0,1,0,0,55,0.087,11756.0,1624,3,4,3,1,1119,0.401,0.429,0
0,1,0,2,0,1,0,1,0,0,41,0.573,1112.0,3151,2,5,2,4,1490,0.66,0.66,0
0,1,0,1,0,3,0,1,0,0,55,0.924,156.0,2118,0,4,3,1,1885,0.587,0.778,0
0,1,0,1,0,2,0,1,0,0,52,0.661,865.0,2055,2,3,3,3,1683,0.75,0.636,0
1,1,0,5,0,2,0,1,0,0,57,0.209,3714.0,1865,2,6,3,1,984,0.373,0.458,0
0,1,0,1,0,1,0,0,0,1,40,0.698,671.0,3302,3,5,2,4,1551,0.932,0.585,0
1,1,0,3,0,1,0,1,0,0,47,0.0,8217.0,1848,4,3,3,4,0,0.678,0.514,0
0,2,0,1,0,3,0,0,1,0,42,0.0,10091.0,3347,4,4,3,3,0,1.121,0.778,0
1,1,0,3,0,2,0,0,1,0,39,0.0,19074.0,3762,3,4,3,5,0,0.804,1.0,0
1,3,0,4,0,2,0,0,1,0,39,0.016,33974.0,3899,4,3,3,2,542,0.866,0.857,0
1,1,0,5,0,2,0,1,0,0,36,0.151,10907.0,1606,3,5,2,4,1945,0.659,0.941,0
1,1,0,4,0,3,0,1,0,0,36,0.197,10246.0,2599,2,4,1,5,2517,1.631,0.917,0
1,1,0,1,0,2,0,1,0,0,29,0.506,1397.0,1608,0,6,2,4,1430,0.885,1.308,0
0,1,1,1,0,3,0,1,0,0,56,0.0,8242.0,1559,2,3,3,5,0,0.434,0.467,0
0,1,0,1,0,2,0,1,0,0,37,0.761,436.0,2878,4,4,3,1,1389,1.595,0.636,0
1,1,0,1,0,5,0,1,0,0,61,0.0,1438.3,1448,0,6,3,4,0,0.589,0.292,0
1,1,0,4,0,1,0,1,0,0,36,0.276,3980.0,1981,3,5,2,4,1517,0.624,0.357,0
0,1,0,2,0,2,0,1,0,0,51,0.128,5913.0,3158,1,5,2,2,865,0.992,0.775,0
1,1,0,4,0,2,0,1,0,0,46,0.0,4267.0,1067,3,2,3,4,0,0.862,0.769,1
0,1,0,1,0,1,0,1,0,0,31,0.769,756.0,2726,0,4,2,1,2517,1.465,0.727,0
1,1,0,2,0,6,0,0,1,0,33,0.164,7830.0,2518,2,5,2,2,1541,0.781,0.971,0
0,1,0,1,0,1,0,0,1,0,50,0.461,775.3,2987,3,3,3,1,663,0.384,0.622,0
0,1,1,1,0,1,0,0,1,0,57,0.234,6429.0,1334,3,1,4,2,1960,0.384,0.407,1
1,1,1,1,0,6,0,0,1,0,65,0.057,26802.0,2278,0,3,2,2,1608,0.913,1.139,0
1,1,0,2,0,1,0,1,0,0,48,0.384,3797.0,4303,2,3,2,1,2371,0.668,0.509,0
0,1,1,1,1,2,0,0,1,0,57,0.458,1145.0,3871,3,3,3,1,966,0.923,0.706,0
0,1,0,2,1,2,0,1,0,0,63,0.579,1322.0,1539,1,3,1,3,1819,0.497,0.522,0
0,1,0,2,0,2,1,0,0,0,50,0.303,5790.0,2293,2,6,2,5,2517,1.743,0.8,0
1,1,0,3,0,2,0,1,0,0,39,0.054,29092.0,1780,3,4,2,3,1661,0.681,0.941,0
1,1,0,4,0,4,0,1,0,0,39,0.576,1158.0,1813,2,3,1,4,1573,0.943,0.727,0
0,1,0,1,1,2,0,1,0,0,39,0.0,2890.0,2040,4,6,1,4,0,0.545,0.44,0
1,1,0,5,1,2,0,0,1,0,52,0.0,34516.0,2848,1,6,1,2,0,1.03,0.75,0
