,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,rooms_per_household,rooms_per_person
4010,-118.47,34.16,30.0,3823.0,740.0,1449.0,612.0,4.6,392500.0,1.0,0.0,0.0,0.0,0.0,6.246732026143791,2.6383712905452037
4011,-118.36,34.15,34.0,3659.0,921.0,1338.0,835.0,3.6202,366100.0,1.0,0.0,0.0,0.0,0.0,4.382035928143712,2.734678624813154
4012,-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373,263100.0,1.0,0.0,0.0,0.0,0.0,3.752241238793806,1.9255541614387286
4013,-118.37,34.15,29.0,2630.0,617.0,1071.0,573.0,3.3669,376100.0,1.0,0.0,0.0,0.0,0.0,4.5898778359511345,2.4556489262371617
4014,-118.38,34.16,42.0,2358.0,546.0,1065.0,523.0,3.1289,320600.0,1.0,0.0,0.0,0.0,0.0,4.508604206500956,2.2140845070422537
4015,-118.38,34.15,36.0,2933.0,619.0,1115.0,579.0,4.3036,365900.0,1.0,0.0,0.0,0.0,0.0,5.065630397236615,2.630493273542601
4016,-118.39,34.15,29.0,3110.0,650.0,1212.0,642.0,4.2031,394400.0,1.0,0.0,0.0,0.0,0.0,4.844236760124611,2.566006600660066
4017,-118.39,34.15,29.0,917.0,181.0,379.0,183.0,3.4612,425000.0,1.0,0.0,0.0,0.0,0.0,5.0109289617486334,2.4195250659630605
4018,-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,256300.0,1.0,0.0,0.0,0.0,0.0,4.137791286727457,2.4948075748320098
4019,-118.4,34.15,31.0,3881.0,909.0,1535.0,846.0,3.0398,369100.0,1.0,0.0,0.0,0.0,0.0,4.587470449172577,2.5283387622149838
4020,-118.41,34.15,33.0,4032.0,868.0,1695.0,869.0,4.3468,425900.0,1.0,0.0,0.0,0.0,0.0,4.639815880322209,2.3787610619469026
4021,-118.42,34.15,48.0,680.0,131.0,268.0,126.0,4.615,371400.0,1.0,0.0,0.0,0.0,0.0,5.396825396825397,2.537313432835821
4022,-118.42,34.15,18.0,1880.0,420.0,681.0,333.0,4.3214,372300.0,1.0,0.0,0.0,0.0,0.0,5.645645645645645,2.76064610866373
4023,-118.42,34.15,31.0,1861.0,430.0,736.0,360.0,5.2853,355900.0,1.0,0.0,0.0,0.0,0.0,5.169444444444444,2.5285326086956523
4024,-118.42,34.16,17.0,277.0,70.0,119.0,59.0,4.0208,341700.0,1.0,0.0,0.0,0.0,0.0,4.694915254237288,2.327731092436975
4025,-118.42,34.16,46.0,54.0,9.0,20.0,6.0,0.536,375000.0,1.0,0.0,0.0,0.0,0.0,9.0,2.7
4026,-118.4,34.15,41.0,2394.0,500.0,837.0,417.0,4.3889,380400.0,1.0,0.0,0.0,0.0,0.0,5.741007194244604,2.860215053763441
4027,-118.4,34.15,44.0,2515.0,510.0,967.0,484.0,5.0754,374500.0,1.0,0.0,0.0,0.0,0.0,5.196280991735537,2.6008273009307135
4028,-118.41,34.15,24.0,3891.0,866.0,1568.0,830.0,4.1656,364700.0,1.0,0.0,0.0,0.0,0.0,4.687951807228916,2.4815051020408165
4029,-118.41,34.15,46.0,1628.0,259.0,500.0,258.0,6.083,424000.0,1.0,0.0,0.0,0.0,0.0,6.310077519379845,3.256
4030,-118.36,34.14,30.0,1376.0,317.0,629.0,320.0,3.6823,295200.0,1.0,0.0,0.0,0.0,0.0,4.3,2.1875993640699525
4031,-118.37,34.14,8.0,4382.0,1560.0,2138.0,1411.0,3.5714,197900.0,1.0,0.0,0.0,0.0,0.0,3.105598866052445,2.049579045837231
4032,-118.37,34.14,21.0,4670.0,1161.0,1914.0,1094.0,3.7986,367700.0,1.0,0.0,0.0,0.0,0.0,4.26873857404022,2.439916405433647
4033,-118.38,34.14,42.0,1253.0,225.0,492.0,224.0,7.7112,386700.0,1.0,0.0,0.0,0.0,0.0,5.59375,2.546747967479675
4034,-118.39,34.14,19.0,5076.0,1034.0,2021.0,960.0,5.5683,309200.0,1.0,0.0,0.0,0.0,0.0,5.2875,2.511627906976744
4035,-118.39,34.15,36.0,2696.0,713.0,905.0,659.0,3.1146,373500.0,1.0,0.0,0.0,0.0,0.0,4.091047040971168,2.9790055248618783
4036,-118.35,34.13,39.0,1610.0,278.0,511.0,278.0,4.3333,385900.0,1.0,0.0,0.0,0.0,0.0,5.7913669064748206,3.1506849315068495
4037,-118.34,34.12,41.0,3257.0,679.0,1237.0,638.0,4.2415,409600.0,1.0,0.0,0.0,0.0,0.0,5.105015673981192,2.6329830234438156
4038,-118.37,34.14,23.0,1883.0,512.0,774.0,478.0,3.5096,396400.0,1.0,0.0,0.0,0.0,0.0,3.9393305439330546,2.4328165374677004
4039,-118.38,34.14,40.0,1965.0,354.0,666.0,357.0,6.0876,483800.0,1.0,0.0,0.0,0.0,0.0,5.504201680672269,2.9504504504504503
4040,-118.4,34.14,52.0,1695.0,281.0,595.0,264.0,6.0678,399300.0,1.0,0.0,0.0,0.0,0.0,6.420454545454546,2.8487394957983194
4041,-118.4,34.14,45.0,417.0,89.0,187.0,88.0,5.1377,360700.0,1.0,0.0,0.0,0.0,0.0,4.738636363636363,2.229946524064171
4042,-118.22,34.14,52.0,2298.0,406.0,1203.0,387.0,5.5291,274600.0,1.0,0.0,0.0,0.0,0.0,5.937984496124031,1.9102244389027432
4043,-118.22,34.14,52.0,1388.0,271.0,735.0,239.0,3.7404,247700.0,1.0,0.0,0.0,0.0,0.0,5.807531380753138,1.8884353741496598
4044,-118.2,34.14,52.0,3800.0,646.0,1842.0,620.0,5.5524,293900.0,1.0,0.0,0.0,0.0,0.0,6.129032258064516,2.0629750271444083
4045,-118.19,34.14,46.0,2387.0,488.0,1181.0,456.0,3.6058,257900.0,1.0,0.0,0.0,0.0,0.0,5.234649122807017,2.02116850127011
4046,-118.19,34.14,38.0,1826.0,300.0,793.0,297.0,5.2962,291500.0,1.0,0.0,0.0,0.0,0.0,6.148148148148148,2.3026481715006306
4047,-118.23,34.14,39.0,277.0,89.0,182.0,91.0,2.3958,175000.0,1.0,0.0,0.0,0.0,0.0,3.043956043956044,1.521978021978022
4048,-118.22,34.14,50.0,3657.0,708.0,1725.0,644.0,5.5456,258100.0,1.0,0.0,0.0,0.0,0.0,5.678571428571429,2.12
4049,-118.22,34.13,35.0,2983.0,526.0,1614.0,543.0,5.7794,272400.0,1.0,0.0,0.0,0.0,0.0,5.4935543278084715,1.8482032218091697
4050,-118.2,34.14,52.0,2090.0,466.0,1219.0,390.0,4.0909,204200.0,1.0,0.0,0.0,0.0,0.0,5.358974358974359,1.7145200984413453
4051,-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,186500.0,1.0,0.0,0.0,0.0,0.0,4.343669250645995,1.5212669683257918
4052,-118.21,34.14,25.0,1908.0,628.0,1412.0,588.0,2.2267,189800.0,1.0,0.0,0.0,0.0,0.0,3.2448979591836733,1.3512747875354107
4053,-118.2,34.14,51.0,1941.0,378.0,1012.0,371.0,3.9375,217000.0,1.0,0.0,0.0,0.0,0.0,5.231805929919138,1.91798418972332
4054,-118.19,34.14,47.0,2525.0,523.0,1514.0,498.0,4.3359,209200.0,1.0,0.0,0.0,0.0,0.0,5.070281124497992,1.66776750330251
4055,-118.19,34.13,52.0,2012.0,458.0,1314.0,434.0,3.925,180400.0,1.0,0.0,0.0,0.0,0.0,4.635944700460829,1.5312024353120244
4056,-118.2,34.13,52.0,2035.0,459.0,2589.0,438.0,3.5349,193600.0,1.0,0.0,0.0,0.0,0.0,4.646118721461187,0.7860177674777906
4057,-118.21,34.13,52.0,2465.0,611.0,1433.0,570.0,3.25,214200.0,1.0,0.0,0.0,0.0,0.0,4.324561403508772,1.7201674808094907
4058,-118.22,34.13,47.0,1585.0,420.0,949.0,366.0,2.7098,173800.0,1.0,0.0,0.0,0.0,0.0,4.330601092896175,1.6701791359325606
4059,-118.22,34.13,52.0,791.0,174.0,501.0,162.0,3.3542,178100.0,1.0,0.0,0.0,0.0,0.0,4.882716049382716,1.5788423153692615
4060,-118.18,34.13,52.0,2228.0,475.0,1311.0,452.0,3.5341,182100.0,1.0,0.0,0.0,0.0,0.0,4.929203539823009,1.6994660564454616
4061,-118.18,34.12,52.0,1081.0,311.0,904.0,283.0,1.9219,165100.0,1.0,0.0,0.0,0.0,0.0,3.8197879858657244,1.1957964601769913
4062,-118.18,34.12,45.0,2397.0,488.0,1569.0,471.0,4.21,167900.0,1.0,0.0,0.0,0.0,0.0,5.089171974522293,1.5277246653919694
4063,-118.17,34.12,35.0,2568.0,672.0,1696.0,605.0,2.9154,169200.0,1.0,0.0,0.0,0.0,0.0,4.244628099173553,1.5141509433962264
4064,-118.18,34.12,29.0,2640.0,737.0,1795.0,655.0,2.369,173400.0,1.0,0.0,0.0,0.0,0.0,4.030534351145038,1.4707520891364902
4065,-118.17,34.12,30.0,3376.0,720.0,1990.0,725.0,3.7813,232000.0,1.0,0.0,0.0,0.0,0.0,4.656551724137931,1.6964824120603015
4066,-118.19,34.13,50.0,1309.0,302.0,883.0,293.0,3.1287,198000.0,1.0,0.0,0.0,0.0,0.0,4.467576791808874,1.4824462061155153
4067,-118.19,34.12,52.0,679.0,132.0,483.0,163.0,4.2344,162500.0,1.0,0.0,0.0,0.0,0.0,4.1656441717791415,1.4057971014492754
4068,-118.19,34.12,41.0,2591.0,682.0,2366.0,583.0,2.3071,146400.0,1.0,0.0,0.0,0.0,0.0,4.444253859348199,1.095097210481826
4069,-118.19,34.12,44.0,1219.0,324.0,1036.0,282.0,4.0417,170600.0,1.0,0.0,0.0,0.0,0.0,4.322695035460993,1.1766409266409266
4070,-118.19,34.12,36.0,2833.0,720.0,2148.0,709.0,2.7012,172100.0,1.0,0.0,0.0,0.0,0.0,3.9957686882933707,1.3189013035381751
4071,-118.2,34.13,30.0,3369.0,824.0,2032.0,795.0,4.0052,196400.0,1.0,0.0,0.0,0.0,0.0,4.2377358490566035,1.657972440944882
4072,-118.2,34.13,50.0,2929.0,588.0,1931.0,574.0,3.3438,173600.0,1.0,0.0,0.0,0.0,0.0,5.102787456445993,1.5168306576903159
4073,-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,167600.0,1.0,0.0,0.0,0.0,0.0,3.8916256157635467,1.0807113543091655
4074,-118.2,34.12,41.0,1908.0,503.0,1557.0,453.0,2.9194,162000.0,1.0,0.0,0.0,0.0,0.0,4.211920529801325,1.2254335260115607
4075,-118.21,34.12,52.0,1590.0,360.0,1127.0,321.0,3.4625,173900.0,1.0,0.0,0.0,0.0,0.0,4.953271028037383,1.4108251996450754
4076,-118.21,34.12,41.0,1904.0,514.0,1666.0,498.0,3.6845,175800.0,1.0,0.0,0.0,0.0,0.0,3.823293172690763,1.1428571428571428
4077,-118.21,34.12,52.0,1301.0,389.0,1189.0,361.0,2.5139,190000.0,1.0,0.0,0.0,0.0,0.0,3.6038781163434903,1.0941968040370058
4078,-118.2,34.11,52.0,678.0,173.0,791.0,186.0,4.0625,171300.0,1.0,0.0,0.0,0.0,0.0,3.6451612903225805,0.8571428571428571
4079,-118.2,34.11,46.0,3659.0,1068.0,4153.0,993.0,2.5211,162900.0,1.0,0.0,0.0,0.0,0.0,3.6847935548841892,0.8810498434866362
4080,-118.2,34.11,52.0,1901.0,525.0,1856.0,480.0,3.0,156400.0,1.0,0.0,0.0,0.0,0.0,3.9604166666666667,1.0242456896551724
4081,-118.2,34.12,44.0,1565.0,398.0,1500.0,407.0,2.8125,155600.0,1.0,0.0,0.0,0.0,0.0,3.845208845208845,1.0433333333333332
4082,-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,176900.0,1.0,0.0,0.0,0.0,0.0,4.166051660516605,1.1955524179315213
4083,-118.19,34.11,40.0,1266.0,348.0,1032.0,315.0,2.1667,150000.0,1.0,0.0,0.0,0.0,0.0,4.019047619047619,1.2267441860465116
4084,-118.19,34.12,35.0,2524.0,749.0,2487.0,679.0,2.4932,167700.0,1.0,0.0,0.0,0.0,0.0,3.7172312223858617,1.0148773622838763
4085,-118.18,34.11,33.0,1523.0,391.0,753.0,298.0,2.6591,183800.0,1.0,0.0,0.0,0.0,0.0,5.110738255033557,2.0225763612217795
4086,-118.18,34.11,44.0,1346.0,398.0,1204.0,344.0,2.3984,152200.0,1.0,0.0,0.0,0.0,0.0,3.9127906976744184,1.1179401993355482
4087,-118.19,34.11,38.0,1158.0,309.0,1051.0,322.0,2.286,169300.0,1.0,0.0,0.0,0.0,0.0,3.5962732919254656,1.1018078020932445
4088,-118.19,34.11,26.0,1638.0,457.0,1155.0,437.0,3.4227,143800.0,1.0,0.0,0.0,0.0,0.0,3.748283752860412,1.4181818181818182
4089,-118.19,34.1,42.0,1577.0,379.0,1317.0,378.0,3.2121,153900.0,1.0,0.0,0.0,0.0,0.0,4.171957671957672,1.1974183750949128
4090,-118.2,34.11,36.0,1441.0,534.0,1809.0,500.0,2.1793,185700.0,1.0,0.0,0.0,0.0,0.0,2.882,0.7965726920950802
4091,-118.2,34.11,37.0,2040.0,611.0,1698.0,545.0,1.9355,166300.0,1.0,0.0,0.0,0.0,0.0,3.743119266055046,1.2014134275618376
4092,-118.2,34.1,30.0,3643.0,1197.0,4336.0,1163.0,2.07,154500.0,1.0,0.0,0.0,0.0,0.0,3.1324161650902838,0.8401752767527675
4093,-118.21,34.11,32.0,2759.0,499.0,1661.0,533.0,4.3812,228200.0,1.0,0.0,0.0,0.0,0.0,5.176360225140713,1.6610475617098133
4094,-118.21,34.1,40.0,1684.0,316.0,795.0,330.0,5.2723,218300.0,1.0,0.0,0.0,0.0,0.0,5.1030303030303035,2.118238993710692
4095,-118.21,34.1,47.0,5077.0,1271.0,3348.0,1106.0,3.0377,186800.0,1.0,0.0,0.0,0.0,0.0,4.590415913200723,1.5164277180406214
4096,-118.22,34.1,35.0,4003.0,788.0,2785.0,764.0,4.1213,252100.0,1.0,0.0,0.0,0.0,0.0,5.239528795811518,1.4373429084380611
4097,-118.23,34.1,38.0,1051.0,249.0,799.0,229.0,2.712,143800.0,1.0,0.0,0.0,0.0,0.0,4.5895196506550215,1.3153942428035044
4098,-118.23,34.1,46.0,2483.0,587.0,2121.0,553.0,2.2788,152900.0,1.0,0.0,0.0,0.0,0.0,4.490054249547921,1.1706742102781706
4099,-118.21,34.1,36.0,2000.0,533.0,1234.0,535.0,3.7437,241700.0,1.0,0.0,0.0,0.0,0.0,3.7383177570093458,1.6207455429497568
4100,-118.21,34.09,34.0,1660.0,412.0,1678.0,382.0,2.7708,148200.0,1.0,0.0,0.0,0.0,0.0,4.345549738219895,0.9892729439809297
4101,-118.22,34.1,33.0,1903.0,386.0,1187.0,340.0,4.0469,196600.0,1.0,0.0,0.0,0.0,0.0,5.597058823529411,1.603201347935973
4102,-118.23,34.1,41.0,1353.0,379.0,1536.0,416.0,2.1687,157000.0,1.0,0.0,0.0,0.0,0.0,3.2524038461538463,0.880859375
4103,-118.22,34.09,42.0,1706.0,488.0,1941.0,447.0,2.5213,149700.0,1.0,0.0,0.0,0.0,0.0,3.8165548098434003,0.8789283874291602
4104,-118.22,34.09,36.0,1427.0,415.0,1835.0,410.0,2.48,138900.0,1.0,0.0,0.0,0.0,0.0,3.4804878048780488,0.7776566757493188
4105,-118.22,34.09,45.0,1072.0,275.0,996.0,243.0,2.8194,165000.0,1.0,0.0,0.0,0.0,0.0,4.411522633744856,1.0763052208835342
4106,-118.23,34.09,41.0,438.0,201.0,690.0,161.0,2.0476,181300.0,1.0,0.0,0.0,0.0,0.0,2.720496894409938,0.6347826086956522
4107,-118.23,34.13,47.0,1162.0,235.0,781.0,268.0,4.6528,244400.0,1.0,0.0,0.0,0.0,0.0,4.335820895522388,1.4878361075544173
4108,-118.23,34.13,48.0,737.0,166.0,462.0,131.0,3.5893,212500.0,1.0,0.0,0.0,0.0,0.0,5.625954198473282,1.5952380952380953
4109,-118.22,34.13,40.0,2749.0,580.0,1375.0,511.0,4.825,205800.0,1.0,0.0,0.0,0.0,0.0,5.379647749510763,1.9992727272727273
4110,-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,185800.0,1.0,0.0,0.0,0.0,0.0,4.2,1.4963144963144963
4111,-118.23,34.13,48.0,1308.0,435.0,835.0,294.0,4.2891,214800.0,1.0,0.0,0.0,0.0,0.0,4.448979591836735,1.5664670658682636
4112,-118.23,34.13,37.0,1799.0,426.0,1088.0,417.0,2.975,244500.0,1.0,0.0,0.0,0.0,0.0,4.314148681055156,1.6534926470588236
4113,-118.22,34.12,28.0,3306.0,1025.0,2670.0,942.0,3.0919,185400.0,1.0,0.0,0.0,0.0,0.0,3.5095541401273884,1.2382022471910112
4114,-118.21,34.12,35.0,1937.0,439.0,1523.0,412.0,3.5638,170500.0,1.0,0.0,0.0,0.0,0.0,4.701456310679611,1.2718319107025606
4115,-118.22,34.11,36.0,2870.0,529.0,1371.0,565.0,5.2083,220900.0,1.0,0.0,0.0,0.0,0.0,5.079646017699115,2.0933625091174326
4116,-118.22,34.12,37.0,1298.0,242.0,750.0,255.0,5.2049,240800.0,1.0,0.0,0.0,0.0,0.0,5.090196078431372,1.7306666666666666
4117,-118.23,34.12,28.0,1546.0,465.0,974.0,408.0,2.2843,183800.0,1.0,0.0,0.0,0.0,0.0,3.7892156862745097,1.5872689938398357
4118,-118.24,34.12,41.0,1213.0,301.0,801.0,300.0,3.1806,204200.0,1.0,0.0,0.0,0.0,0.0,4.043333333333333,1.5143570536828963
4119,-118.23,34.12,32.0,2094.0,491.0,1413.0,479.0,4.5089,221100.0,1.0,0.0,0.0,0.0,0.0,4.37160751565762,1.4819532908704882
4120,-118.23,34.11,31.0,1021.0,191.0,495.0,191.0,5.5051,223500.0,1.0,0.0,0.0,0.0,0.0,5.345549738219895,2.062626262626263
4121,-118.23,34.11,35.0,4148.0,971.0,3220.0,892.0,3.3389,187100.0,1.0,0.0,0.0,0.0,0.0,4.650224215246637,1.288198757763975
4122,-118.25,34.12,11.0,1281.0,418.0,1584.0,330.0,2.8889,153100.0,1.0,0.0,0.0,0.0,0.0,3.881818181818182,0.8087121212121212
4123,-118.24,34.12,29.0,2904.0,892.0,3320.0,765.0,2.6111,168800.0,1.0,0.0,0.0,0.0,0.0,3.796078431372549,0.8746987951807229
4124,-118.24,34.12,34.0,80.0,26.0,125.0,35.0,0.8907,154200.0,1.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.64
4125,-118.24,34.11,50.0,2141.0,451.0,1777.0,426.0,2.7679,178800.0,1.0,0.0,0.0,0.0,0.0,5.025821596244131,1.204839617332583
4126,-118.24,34.11,39.0,1148.0,348.0,1161.0,333.0,2.2167,176700.0,1.0,0.0,0.0,0.0,0.0,3.4474474474474475,0.9888027562446167
4127,-118.23,34.11,33.0,2612.0,646.0,2496.0,606.0,3.133,156000.0,1.0,0.0,0.0,0.0,0.0,4.31023102310231,1.046474358974359
4128,-118.26,34.12,45.0,2839.0,698.0,1768.0,653.0,3.1306,214000.0,1.0,0.0,0.0,0.0,0.0,4.347626339969372,1.6057692307692308
4129,-118.26,34.11,47.0,2183.0,510.0,1445.0,503.0,3.6667,210900.0,1.0,0.0,0.0,0.0,0.0,4.3399602385685885,1.510726643598616
4130,-118.25,34.11,43.0,2230.0,583.0,1667.0,543.0,2.8667,217800.0,1.0,0.0,0.0,0.0,0.0,4.106813996316759,1.337732453509298
4131,-118.25,34.11,43.0,2222.0,635.0,1817.0,606.0,2.7466,208900.0,1.0,0.0,0.0,0.0,0.0,3.6666666666666665,1.2228948816730876
4132,-118.25,34.11,39.0,1415.0,369.0,1467.0,351.0,3.015,156300.0,1.0,0.0,0.0,0.0,0.0,4.031339031339031,0.9645535105657805
4133,-118.24,34.1,42.0,1525.0,456.0,1688.0,432.0,3.1691,141300.0,1.0,0.0,0.0,0.0,0.0,3.5300925925925926,0.9034360189573459
4134,-118.25,34.11,52.0,125.0,42.0,99.0,40.0,3.4375,170000.0,1.0,0.0,0.0,0.0,0.0,3.125,1.2626262626262625
4135,-118.25,34.1,42.0,598.0,147.0,312.0,144.0,2.625,164300.0,1.0,0.0,0.0,0.0,0.0,4.152777777777778,1.9166666666666667
4136,-118.25,34.1,42.0,4198.0,956.0,1935.0,878.0,3.7184,277300.0,1.0,0.0,0.0,0.0,0.0,4.781321184510251,2.1695090439276488
4137,-118.26,34.11,52.0,1740.0,402.0,749.0,335.0,3.5673,270700.0,1.0,0.0,0.0,0.0,0.0,5.1940298507462686,2.323097463284379
4138,-118.27,34.14,29.0,3768.0,1211.0,2320.0,1030.0,2.7685,204500.0,1.0,0.0,0.0,0.0,0.0,3.658252427184466,1.6241379310344828
4139,-118.27,34.13,47.0,1375.0,359.0,1512.0,418.0,2.1071,208900.0,1.0,0.0,0.0,0.0,0.0,3.289473684210526,0.9093915343915344
4140,-118.27,34.13,46.0,1613.0,396.0,966.0,416.0,2.9392,230300.0,1.0,0.0,0.0,0.0,0.0,3.8774038461538463,1.6697722567287785
4141,-118.27,34.11,36.0,1832.0,539.0,934.0,486.0,3.0521,276600.0,1.0,0.0,0.0,0.0,0.0,3.769547325102881,1.9614561027837258
4142,-118.27,34.11,39.0,3825.0,916.0,1378.0,746.0,4.4094,352600.0,1.0,0.0,0.0,0.0,0.0,5.127345844504021,2.7757619738751815
4143,-118.28,34.11,45.0,1607.0,331.0,633.0,332.0,3.1445,438300.0,1.0,0.0,0.0,0.0,0.0,4.840361445783133,2.5387045813586098
4144,-118.26,34.12,52.0,1942.0,476.0,1375.0,477.0,2.7348,209100.0,1.0,0.0,0.0,0.0,0.0,4.071278825995807,1.4123636363636363
4145,-118.26,34.12,52.0,2290.0,520.0,1278.0,485.0,3.8393,238200.0,1.0,0.0,0.0,0.0,0.0,4.721649484536083,1.7918622848200314
4146,-118.27,34.12,50.0,2037.0,440.0,1089.0,417.0,3.575,230600.0,1.0,0.0,0.0,0.0,0.0,4.884892086330935,1.8705234159779613
4147,-118.29,34.11,40.0,2681.0,737.0,1144.0,669.0,3.0461,264300.0,1.0,0.0,0.0,0.0,0.0,4.007473841554559,2.3435314685314683
4148,-118.29,34.1,39.0,2196.0,582.0,1165.0,538.0,2.9417,254200.0,1.0,0.0,0.0,0.0,0.0,4.0817843866171,1.8849785407725321
4149,-118.29,34.1,43.0,1711.0,443.0,1190.0,429.0,3.5172,265500.0,1.0,0.0,0.0,0.0,0.0,3.988344988344988,1.4378151260504202
4150,-118.29,34.11,24.0,3696.0,1125.0,1685.0,1031.0,2.3789,266700.0,1.0,0.0,0.0,0.0,0.0,3.5848690591658583,2.193471810089021
4151,-118.29,34.11,48.0,1448.0,295.0,681.0,287.0,3.2333,436400.0,1.0,0.0,0.0,0.0,0.0,5.045296167247387,2.1262848751835537
4152,-118.3,34.11,52.0,3136.0,675.0,1213.0,606.0,3.5806,391900.0,1.0,0.0,0.0,0.0,0.0,5.1749174917491745,2.585325638911789
4153,-118.3,34.1,37.0,5305.0,1980.0,3895.0,1874.0,2.0672,283300.0,1.0,0.0,0.0,0.0,0.0,2.8308431163287087,1.362002567394095
4154,-118.31,34.11,52.0,1875.0,303.0,735.0,293.0,5.8659,433300.0,1.0,0.0,0.0,0.0,0.0,6.399317406143345,2.5510204081632653
4155,-118.32,34.12,52.0,3410.0,800.0,1218.0,783.0,4.15,393500.0,1.0,0.0,0.0,0.0,0.0,4.355044699872286,2.799671592775041
4156,-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,434400.0,1.0,0.0,0.0,0.0,0.0,5.1078838174273855,2.872812135355893
4157,-118.32,34.11,33.0,5135.0,1450.0,2404.0,1292.0,3.2462,435700.0,1.0,0.0,0.0,0.0,0.0,3.9744582043343653,2.1360232945091515
4158,-118.32,34.11,48.0,4472.0,1579.0,2796.0,1397.0,2.3974,410700.0,1.0,0.0,0.0,0.0,0.0,3.201145311381532,1.5994277539341917
4159,-118.33,34.11,38.0,3495.0,1100.0,1939.0,994.0,2.2148,438300.0,1.0,0.0,0.0,0.0,0.0,3.5160965794768613,1.8024755028365136
4160,-118.33,34.11,48.0,1601.0,464.0,784.0,461.0,3.0642,342900.0,1.0,0.0,0.0,0.0,0.0,3.472885032537961,2.042091836734694
4161,-118.33,34.11,37.0,2330.0,434.0,846.0,457.0,8.2335,430200.0,1.0,0.0,0.0,0.0,0.0,5.098468271334792,2.7541371158392436
4162,-118.35,34.1,26.0,3977.0,1050.0,1720.0,935.0,3.358,364500.0,1.0,0.0,0.0,0.0,0.0,4.253475935828877,2.312209302325581
4163,-118.36,34.1,52.0,1295.0,281.0,578.0,273.0,2.976,405100.0,1.0,0.0,0.0,0.0,0.0,4.743589743589744,2.2404844290657437
4164,-118.35,34.1,18.0,7432.0,2793.0,3596.0,2270.0,2.8036,225000.0,1.0,0.0,0.0,0.0,0.0,3.2740088105726874,2.0667408231368185
4165,-118.35,34.1,16.0,2930.0,1038.0,1648.0,980.0,2.6458,372200.0,1.0,0.0,0.0,0.0,0.0,2.989795918367347,1.7779126213592233
4166,-118.35,34.1,20.0,2745.0,782.0,1161.0,739.0,3.9044,436400.0,1.0,0.0,0.0,0.0,0.0,3.7144790257104194,2.364341085271318
4167,-118.35,34.1,18.0,4109.0,1301.0,2103.0,1116.0,2.325,250000.0,1.0,0.0,0.0,0.0,0.0,3.681899641577061,1.9538754160722778
4168,-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845,237500.0,1.0,0.0,0.0,0.0,0.0,3.1207977207977207,1.9130282920013972
4169,-118.34,34.11,51.0,937.0,348.0,527.0,333.0,4.3571,468800.0,1.0,0.0,0.0,0.0,0.0,2.813813813813814,1.777988614800759
4170,-118.34,34.1,24.0,1996.0,791.0,1215.0,672.0,1.5429,325000.0,1.0,0.0,0.0,0.0,0.0,2.9702380952380953,1.642798353909465
4171,-118.34,34.1,28.0,2223.0,752.0,1271.0,684.0,2.5434,232100.0,1.0,0.0,0.0,0.0,0.0,3.25,1.7490165224232888
4172,-118.33,34.1,30.0,5293.0,2446.0,4123.0,2127.0,1.51,187500.0,1.0,0.0,0.0,0.0,0.0,2.4884814292430653,1.2837739510065487
4173,-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,333300.0,1.0,0.0,0.0,0.0,0.0,1.9118264520643806,0.8960314857330273
4174,-118.31,34.1,40.0,4984.0,2158.0,4828.0,2028.0,1.6903,350000.0,1.0,0.0,0.0,0.0,0.0,2.4575936883629192,1.0323115161557581
4175,-118.32,34.1,28.0,1759.0,716.0,1463.0,620.0,1.7306,450000.0,1.0,0.0,0.0,0.0,0.0,2.837096774193548,1.202323991797676
4176,-118.3,34.1,35.0,7517.0,2961.0,5899.0,2769.0,1.9354,340000.0,1.0,0.0,0.0,0.0,0.0,2.7146984470928133,1.2742837769113409
4177,-118.3,34.1,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,262500.0,1.0,0.0,0.0,0.0,0.0,2.435483870967742,0.8069886947584789
4178,-118.31,34.1,36.0,2288.0,1033.0,3030.0,890.0,1.5328,250000.0,1.0,0.0,0.0,0.0,0.0,2.5707865168539326,0.7551155115511551
4179,-118.31,34.1,33.0,766.0,347.0,918.0,305.0,1.705,350000.0,1.0,0.0,0.0,0.0,0.0,2.5114754098360654,0.8344226579520697
4180,-118.33,34.1,48.0,1116.0,524.0,1610.0,483.0,1.625,237500.0,1.0,0.0,0.0,0.0,0.0,2.31055900621118,0.6931677018633541
4181,-118.33,34.1,45.0,1913.0,696.0,1552.0,611.0,2.0888,237500.0,1.0,0.0,0.0,0.0,0.0,3.130932896890344,1.2326030927835052
